"SPECIES_NAME" "species"
"458" "Coris_dorsomacula" "Coris_dorsomacula"
"459" "Siganus_doliatus" "Siganus_doliatus"
"460" "Anampses_geographicus" "Anampses_geographicus"
"461" "Lutjanus_russellii" "Lutjanus_russellii"
"462" "Scarus_schlegeli" "Scarus_schlegeli"
"463" "Epinephelus_quoyanus" "Epinephelus_quoyanus"
"464" "Lutjanus_carponotatus" "Lutjanus_carponotatus"
"465" "Sargocentron_rubrum" "Sargocentron_rubrum"
"466" "Scolopsis_monogramma" "Scolopsis_monogramma"
"467" "Pomacanthus_sexstriatus" "Pomacanthus_sexstriatus"
"468" "Choerodon_fasciatus" "Choerodon_fasciatus"
"469" "Acanthurus_dussumieri" "Acanthurus_dussumieri"
"470" "Acanthurus_grammoptilus" "Acanthurus_grammoptilus"
"471" "Plectropomus_laevis" "Plectropomus_laevis"
"472" "Epinephelus_cyanopodus" "Epinephelus_cyanopodus"
"473" "Assessor_macneilli" "Assessor_macneilli"
"474" "Centropyge_bispinosa" "Centropyge_bispinosa"
"475" "Chrysiptera_caesifrons" "Chrysiptera_caesifrons"
"476" "Cirrhilabrus_punctatus" "Cirrhilabrus_punctatus"
"477" "Anampses_neoguinaicus" "Anampses_neoguinaicus"
"478" "Chaetodon_ornatissimus" "Chaetodon_ornatissimus"
"479" "Labropsis_australis" "Labropsis_australis"
"480" "Chaetodon_pelewensis" "Chaetodon_pelewensis"
"481" "Scarus_chameleon" "Scarus_chameleon"
"482" "Acanthurus_blochii" "Acanthurus_blochii"
"483" "Chromis_iomelas" "Chromis_iomelas"
"484" "Amphiprion_akindynos" "Amphiprion_akindynos"
"485" "Amphiprion_chrysopterus" "Amphiprion_chrysopterus"
"486" "Chlorurus_bleekeri" "Chlorurus_bleekeri"
"487" "Zebrasoma_velifer" "Zebrasoma_velifer"
"488" "Coris_aygula" "Coris_aygula"
"489" "Naso_brachycentron" "Naso_brachycentron"
"490" "Oxycheilinus_unifasciatus" "Oxycheilinus_unifasciatus"
"491" "Plectropomus_leopardus" "Plectropomus_leopardus"
"492" "Ecsenius_stictus" "Ecsenius_stictus"
"493" "Pseudolabrus_guentheri" "Pseudolabrus_guentheri"
"494" "Chaetodon_speculum" "Chaetodon_speculum"
"495" "Stethojulis_strigiventer" "Stethojulis_strigiventer"
"496" "Scarus_globiceps" "Scarus_globiceps"
"497" "Scarus_rivulatus" "Scarus_rivulatus"
"498" "Chromis_nitida" "Chromis_nitida"
"499" "Plectroglyphidodon_johnstonianus" "Plectroglyphidodon_johnstonianus"
"500" "Pomacentrus_sp._[rhodonotus]" "Pomacentrus_sp._[rhodonotus]"
"501" "Salarias_spp." "Salarias_spp."
"502" "Naso_tonganus" "Naso_tonganus"
"503" "Pomacentrus_grammorhynchus" "Pomacentrus_grammorhynchus"
"504" "Heniochus_monoceros" "Heniochus_monoceros"
"505" "Lethrinus_erythracanthus" "Lethrinus_erythracanthus"
"506" "Cypho_purpurascens" "Cypho_purpurascens"
"507" "Ogilbyina_novaehollandiae" "Ogilbyina_novaehollandiae"
"508" "Halichoeres_margaritaceus" "Halichoeres_margaritaceus"
"509" "Coris_bulbifrons" "Coris_bulbifrons"
"510" "Caesio_cuning" "Caesio_cuning"
"511" "Lethrinus_nebulosus" "Lethrinus_nebulosus"
"512" "Coris_aurilineata" "Coris_aurilineata"
"513" "Siganus_argenteus" "Siganus_argenteus"
"514" "Acanthurus_auranticavus" "Acanthurus_auranticavus"
"515" "Labracinus_cyclophthalmus" "Labracinus_cyclophthalmus"
"516" "Diodon_hystrix" "Diodon_hystrix"
"517" "Parupeneus_ciliatus" "Parupeneus_ciliatus"
"518" "Platax_teira" "Platax_teira"
"519" "Belonoperca_chabanaudi" "Belonoperca_chabanaudi"
"520" "Pomacentrus_magniseptus" "Pomacentrus_magniseptus"
"521" "Pseudochromis_fuscus" "Pseudochromis_fuscus"
"522" "Parapercis_queenslandica" "Parapercis_queenslandica"
"523" "Coradion_altivelis" "Coradion_altivelis"
"524" "Lutjanus_sebae" "Lutjanus_sebae"
"525" "Scarus_longipinnis" "Scarus_longipinnis"
"526" "Cheilodactylus_vestitus" "Goniistius_vestitus"
"527" "Apogon_limenus" "Ostorhinchus_limenus"
"528" "Ecsenius_tigris" "Ecsenius_tigris"
"529" "Ostorhinchus_neotes" "Ostorhinchus_neotes"
"530" "Chromis_xanthura" "Chromis_xanthura"
"531" "Ogilbyina_queenslandiae" "Ogilbyina_queenslandiae"
"532" "Pterocaesio_digramma" "Pterocaesio_digramma"
"533" "Lethrinus_atkinsoni" "Lethrinus_atkinsoni"
"534" "Chrysiptera_flavipinnis" "Chrysiptera_flavipinnis"
"535" "Valenciennea_strigata" "Valenciennea_strigata"
"536" "Sargocentron_cornutum" "Sargocentron_cornutum"
"537" "Scarus_festivus" "Scarus_festivus"
"538" "Abudefduf_sexfasciatus" "Abudefduf_sexfasciatus"
"539" "Siganus_sp." "Siganus_spp."
"540" "Halichoeres_trimaculatus" "Halichoeres_trimaculatus"
"541" "Zoramia_fragilis" "Zoramia_fragilis"
"542" "Chromis_acares" "Chromis_acares"
"543" "Chromis_agilis" "Chromis_agilis"
"544" "Ostorhinchus_luteus" "Ostorhinchus_luteus"
"545" "Cheilodipterus_isostigmus" "Cheilodipterus_isostigmus"
"546" "Halichoeres_chloropterus" "Halichoeres_chloropterus"
"547" "Labropsis_micronesica" "Labropsis_micronesica"
"548" "Monotaxis_heterodon" "Monotaxis_heterodon"
"549" "Pomacentrus_vaiuli" "Pomacentrus_vaiuli"
"550" "Valenciennea_puellaris" "Valenciennea_puellaris"
"551" "Sargocentron_spiniferum" "Sargocentron_spiniferum"
"552" "Hipposcarus_longiceps" "Hipposcarus_longiceps"
"553" "Naso_vlamingii" "Naso_vlamingii"
"554" "Aprion_virescens" "Aprion_virescens"
"555" "Epinephelus_maculatus" "Epinephelus_maculatus"
"556" "Chrysiptera_traceyi" "Chrysiptera_traceyi"
"557" "Fusigobius_signipinnis" "Fusigobius_signipinnis"
"558" "Gunnellichthys_monostigma" "Gunnellichthys_monostigma"
"559" "Istigobius_rigilius" "Istigobius_rigilius"
"560" "Paragobiodon_xanthosoma" "Paragobiodon_xanthosoma"
"561" "Chaetodon_reticulatus" "Chaetodon_reticulatus"
"562" "Stegastes_nigricans" "Stegastes_nigricans"
"563" "Amblycirrhitus_bimacula" "Amblycirrhitus_bimacula"
"564" "Myripristis_amaena" "Myripristis_amaena"
"565" "Neoniphon_argenteus" "Neoniphon_argenteus"
"566" "Centropyge_flavissima" "Centropyge_flavissima"
"567" "Thalassoma_quinquevittatum" "Thalassoma_quinquevittatum"
"568" "Ctenochaetus_hawaiiensis" "Ctenochaetus_hawaiiensis"
"569" "Gymnocranius_microdon" "Gymnocranius_microdon"
"570" "Kyphosus_vaigiensis" "Kyphosus_vaigiensis"
"571" "Zebrasoma_rostratum" "Zebrasoma_rostratum"
"572" "Lethrinus_olivaceus" "Lethrinus_olivaceus"
"573" "Epinephelus_polyphekadion" "Epinephelus_polyphekadion"
"574" "Eviota_guttata" "Eviota_guttata"
"575" "Pseudanthias_pascalus" "Pseudanthias_pascalus"
"576" "Labroides_rubrolabiatus" "Labroides_rubrolabiatus"
"577" "Zebrasoma_flavescens" "Zebrasoma_flavescens"
"578" "Chaetodon_quadrimaculatus" "Chaetodon_quadrimaculatus"
"579" "Pempheris_oualensis" "Pempheris_oualensis"
"580" "Gracila_albomarginata" "Gracila_albomarginata"
"581" "Caranx_lugubris" "Caranx_lugubris"
"582" "Pseudocheilinus_ocellatus" "Pseudocheilinus_ocellatus"
"583" "Centropyge_loricula" "Centropyge_loriculus"
"584" "Paracirrhites_hemistictus" "Paracirrhites_hemistictus"
"585" "Lutjanus_gibbus" "Lutjanus_gibbus"
"586" "Cheilinus_undulatus" "Cheilinus_undulatus"
"587" "Naso_caesius" "Naso_caesius"
"588" "Pseudocheilinus_tetrataenia" "Pseudocheilinus_tetrataenia"
"589" "Acanthurus_achilles" "Acanthurus_achilles"
"590" "Anarrhichthys_ocellatus" "Anarrhichthys_ocellatus"
"591" "Acanthurus_leucopareius" "Acanthurus_leucopareius"
"592" "Pseudobalistes_flavimarginatus" "Pseudobalistes_flavimarginatus"
"593" "Gymnosarda_unicolor" "Gymnosarda_unicolor"
"594" "Acanthurus_nigroris" "Acanthurus_nigroris"
"595" "Chromis_caudalis" "Chromis_caudalis"
"596" "Chilomycterus_reticulatus" "Chilomycterus_reticulatus"
"597" "Cirripectes_stigmaticus" "Cirripectes_stigmaticus"
"598" "Hemitaurichthys_polylepis" "Hemitaurichthys_polylepis"
"599" "Sphyraena_barracuda" "Sphyraena_barracuda"
"600" "Ecsenius_fijiensis" "Ecsenius_fijiensis"
"601" "Diplodus_sargus" "Diplodus_sargus"
"602" "Diplodus_vulgaris" "Diplodus_vulgaris"
"603" "Mullus_surmuletus" "Mullus_surmuletus"
"604" "Oblada_melanura" "Oblada_melanura"
"605" "Boops_boops" "Boops_boops"
"606" "Coris_julis" "Coris_julis"
"607" "Diplodus_cervinus" "Diplodus_cervinus"
"608" "Parablennius_pilicornis" "Parablennius_pilicornis"
"609" "Diplodus_annularis" "Diplodus_annularis"
"610" "Plectorhinchus_mediterraneus" "Plectorhinchus_mediterraneus"
"611" "Pomadasys_incisus" "Pomadasys_incisus"
"612" "Diplodus_puntazzo" "Diplodus_puntazzo"
"613" "Thalassoma_pavo" "Thalassoma_pavo"
"614" "Serranus_cabrilla" "Serranus_cabrilla"
"615" "Mugil_cephalus" "Mugil_cephalus"
"616" "Chromis_chromis" "Chromis_chromis"
"617" "Epinephelus_costae" "Epinephelus_costae"
"618" "Symphodus_roissali" "Symphodus_roissali"
"619" "Symphodus_tinca" "Symphodus_tinca"
"620" "Serranus_scriba" "Serranus_scriba"
"621" "Sarpa_salpa" "Sarpa_salpa"
"622" "Symphodus_mediterraneus" "Symphodus_mediterraneus"
"623" "Atherina_hepsetus" "Atherina_hepsetus"
"624" "Symphodus_melops" "Symphodus_melops"
"625" "Symphodus_ocellatus" "Symphodus_ocellatus"
"626" "Dicentrarchus_labrax" "Dicentrarchus_labrax"
"627" "Symphodus_rostratus" "Symphodus_rostratus"
"628" "Symphodus_doderleini" "Symphodus_doderleini"
"629" "Parablennius_incognitus" "Parablennius_incognitus"
"630" "Ctenolabrus_rupestris" "Ctenolabrus_rupestris"
"631" "Apogon_imberbis" "Apogon_imberbis"
"632" "Labrus_viridis" "Labrus_viridis"
"633" "Parapristipoma_octolineatum" "Parapristipoma_octolineatum"
"634" "Labrus_merula" "Labrus_merula"
"635" "Chelon_labrosus" "Chelon_labrosus"
"636" "Symphodus_melanocercus" "Centrolabrus_melanocercus"
"637" "Liza_aurata" "Chelon_auratus"
"638" "Lithognathus_mormyrus" "Lithognathus_mormyrus"
"639" "Gobius_geniporus" "Gobius_geniporus"
"640" "Gobius_bucchichi" "Gobius_bucchichi"
"641" "Spondyliosoma_cantharus" "Spondyliosoma_cantharus"
"642" "Liza_ramada" "Chelon_ramada"
"643" "Sphyraena_viridensis" "Sphyraena_viridensis"
"644" "Trachinus_draco" "Trachinus_draco"
"645" "Parablennius_sanguinolentus" "Parablennius_sanguinolentus"
"646" "Parablennius_rouxi" "Parablennius_rouxi"
"647" "Tripterygion_delaisi" "Tripterygion_delaisi"
"648" "Spicara_maena" "Spicara_maena"
"649" "Anthias_anthias" "Anthias_anthias"
"650" "Epinephelus_marginatus" "Epinephelus_marginatus"
"651" "Syngnathus_abaster" "Syngnathus_abaster"
"652" "Symphodus_spp." "Symphodus_spp."
"653" "Engraulis_encrasicolus" "Engraulis_encrasicolus"
"654" "Centrolabrus_exoletus" "Centrolabrus_exoletus"
"655" "Scorpaena_porcus" "Scorpaena_porcus"
"656" "Seriola_dumerili" "Seriola_dumerili"
"657" "Phycis_phycis" "Phycis_phycis"
"658" "Gobius_xanthocephalus" "Gobius_xanthocephalus"
"659" "Scorpaena_scrofa" "Scorpaena_scrofa"
"660" "Belone_belone" "Belone_belone"
"661" "Pagrus_pagrus" "Pagrus_pagrus"
"662" "Scorpaena_notata" "Scorpaena_notata"
"663" "Muraena_helena" "Muraena_helena"
"664" "Dentex_dentex" "Dentex_dentex"
"665" "Pagellus_acarne" "Pagellus_acarne"
"666" "Serranus_hepatus" "Serranus_hepatus"
"667" "Labrus_bergylta" "Labrus_bergylta"
"668" "Dicentrarchus_punctatus" "Dicentrarchus_punctatus"
"669" "Pagrus_auriga" "Pagrus_auriga"
"670" "Mycteroperca_fusca" "Mycteroperca_fusca"
"671" "Atherina_boyeri" "Atherina_boyeri"
"672" "Pagellus_erythrinus" "Pagellus_erythrinus"
"673" "Spicara_smaris" "Spicara_smaris"
"674" "Canthidermis_sufflamen" "Canthidermis_sufflamen"
"675" "Ophioblennius_atlanticus" "Ophioblennius_atlanticus"
"676" "Sebastes_oculatus" "Sebastes_oculatus"
"677" "Pinguipes_brasilianus" "Pinguipes_brasilianus"
"678" "Acanthistius_patachonicus" "Acanthistius_patachonicus"
"679" "Nemadactylus_bergi" "Nemadactylus_bergi"
"680" "Pseudopercis_semifasciata" "Pseudopercis_semifasciata"
"681" "Serranus_auriga" "Dules_auriga"
"682" "Helcogrammoides_cunninghami" "Helcogrammoides_cunninghami"
"683" "Diplodus_argenteus" "Diplodus_argenteus"
"684" "Mullus_argentinae" "Mullus_argentinae"
"685" "Bovichtus_argentinus" "Bovichtus_argentinus"
"686" "Gobiusculus_flavescens" "Gobiusculus_flavescens"
"687" "Symphodus_cinereus" "Symphodus_cinereus"
"688" "Labrus_mixtus" "Labrus_mixtus"
"689" "Chromis_amboinensis" "Chromis_amboinensis"
"690" "Cirrhilabrus_spp." "Cirrhilabrus_spp."
"691" "Ecsenius_yaeyamaensis" "Ecsenius_yaeyamaensis"
"692" "Eviota_sebreei" "Eviota_sebreei"
"693" "Acanthurus_bariene" "Acanthurus_bariene"
"694" "Platax_spp." "Platax_spp."
"695" "Eviota_latifasciata" "Eviota_latifasciata"
"696" "Gobiodon_spp." "Gobiodon_spp."
"697" "Ecsenius_trilineatus" "Ecsenius_trilineatus"
"698" "Helcogramma_albimacula" "Helcogramma_albimacula"
"699" "Myripristis_murdjan" "Myripristis_murdjan"
"700" "Plectorhinchus_lessonii" "Plectorhinchus_lessonii"
"701" "Bryaninops_natans" "Bryaninops_natans"
"702" "Chrysiptera_hemicyanea" "Chrysiptera_hemicyanea"
"703" "Ecsenius_lividanalis" "Ecsenius_lividanalis"
"704" "Eviota_atriventris" "Eviota_atriventris"
"705" "Eviota_raja" "Eviota_raja"
"706" "Gobiodon_okinawae" "Gobiodon_okinawae"
"707" "Ostorhinchus_parvulus" "Ostorhinchus_parvulus"
"708" "Ucla_xenogrammus" "Ucla_xenogrammus"
"709" "Ecsenius_bandanus" "Ecsenius_bandanus"
"710" "Ecsenius_stigmatura" "Ecsenius_stigmatura"
"711" "Halichoeres_leucurus" "Halichoeres_leucurus"
"712" "Plotosus_lineatus" "Plotosus_lineatus"
"713" "Pomacentrus_smithi" "Pomacentrus_smithi"
"714" "Pseudochromis_bitaeniatus" "Pseudochromis_bitaeniatus"
"715" "Sphaeramia_nematoptera" "Sphaeramia_nematoptera"
"716" "Amblygobius_decussatus" "Amblygobius_decussatus"
"717" "Taeniamia_zosterophora" "Taeniamia_zosterophora"
"718" "Chaetodon_octofasciatus" "Chaetodon_octofasciatus"
"719" "Cirrhilabrus_solorensis" "Cirrhilabrus_solorensis"
"720" "Signigobius_biocellatus" "Signigobius_biocellatus"
"721" "Ostorhinchus_compressus" "Ostorhinchus_compressus"
"722" "Pterocaesio_spp." "Pterocaesio_spp."
"723" "Scarus_flavipectoralis" "Scarus_flavipectoralis"
"724" "Scorpaenopsis_diabolus" "Scorpaenopsis_diabolus"
"725" "Parapercis_pacifica" "Parapercis_pacifica"
"726" "Plectropomus_spp." "Plectropomus_spp."
"727" "Cephalopholis_cyanostigma" "Cephalopholis_cyanostigma"
"728" "Gobiodon_histrio" "Gobiodon_histrio"
"729" "Trimma_lantana" "Trimma_lantana"
"730" "Trimma_striata" "Trimma_striatum"
"731" "Chrysiptera_cyanea" "Chrysiptera_cyanea"
"732" "Ecsenius_schroederi" "Ecsenius_schroederi"
"733" "Helcogramma_spp." "Helcogramma_spp."
"734" "Oxycheilinus_celebicus" "Oxycheilinus_celebicus"
"735" "Chaetodontoplus_mesoleucus" "Chaetodontoplus_mesoleucus"
"736" "Cephalopholis_microprion" "Cephalopholis_microprion"
"737" "Scolopsis_margaritifer" "Scolopsis_margaritifera"
"738" "Labropsis_manabei" "Labropsis_manabei"
"739" "Asterropteryx_atripes" "Asterropteryx_atripes"
"740" "Ecsenius_spp." "Ecsenius_spp."
"741" "Eviota_bifasciata" "Eviota_bifasciata"
"742" "Paracheilinus_nursalim" "Paracheilinus_nursalim"
"743" "Amblyeleotris_wheeleri" "Amblyeleotris_wheeleri"
"744" "Ostorhinchus_properuptus" "Ostorhinchus_properuptus"
"745" "Parapercis_multiplicata" "Parapercis_multiplicata"
"746" "Siganus_vulpinus" "Siganus_vulpinus"
"747" "Eviota_spp." "Eviota_spp."
"748" "Neopomacentrus_cyanomos" "Neopomacentrus_cyanomos"
"749" "Parapercis_lineopunctata" "Parapercis_lineopunctata"
"750" "Atrosalarias_holomelas" "Atrosalarias_holomelas"
"751" "Ctenogobiops_mitodes" "Ctenogobiops_mitodes"
"752" "Dischistodus_melanotus" "Dischistodus_melanotus"
"753" "Epibulus_brevis" "Epibulus_brevis"
"754" "Scarus_oviceps" "Scarus_oviceps"
"755" "Siganus_puellus" "Siganus_puellus"
"756" "Oxycheilinus_spp." "Oxycheilinus_spp."
"757" "Naso_annulatus" "Naso_annulatus"
"758" "Pleurosicya_mossambica" "Pleurosicya_mossambica"
"759" "Pseudanthias_dispar" "Pseudanthias_dispar"
"760" "Scarus_forsteni" "Scarus_forsteni"
"761" "Naso_hexacanthus" "Naso_hexacanthus"
"762" "Trimma_anaima" "Trimma_anaima"
"763" "Chromis_atripes" "Chromis_atripes"
"764" "Ecsenius_bathi" "Ecsenius_bathi"
"765" "Pholidichthys_leucotaenia" "Pholidichthys_leucotaenia"
"766" "Trimma_cana" "Trimma_cana"
"767" "Ostorhinchus_dispar" "Ostorhinchus_dispar"
"768" "Pseudanthias_smithvanizi" "Pseudanthias_smithvanizi"
"769" "Chromis_alpha" "Chromis_alpha"
"770" "Paracentropyge_multifasciatus" "Paracentropyge_multifasciata"
"771" "Cetoscarus_ocellatus" "Cetoscarus_ocellatus"
"772" "Halichoeres_melasmapomus" "Halichoeres_melasmapomus"
"773" "Cephalopholis_sexmaculata" "Cephalopholis_sexmaculata"
"774" "Myripristis_vittata" "Myripristis_vittata"
"775" "Pseudanthias_tuka" "Pseudanthias_tuka"
"776" "Trimma_macrophthalmum" "Trimma_macrophthalmus"
"777" "Chromis_lineata" "Chromis_lineata"
"778" "Rhabdamia_gracilis" "Rhabdamia_gracilis"
"779" "Ostorhinchus_fleurieu" "Ostorhinchus_fleurieu"
"780" "Helcogramma_springeri" "Helcogramma_springeri"
"781" "Plagiotremus_laudandus" "Plagiotremus_laudandus"
"782" "Pseudochromis_marshallensis" "Pseudochromis_marshallensis"
"783" "Anampses_melanurus" "Anampses_melanurus"
"784" "Chaetodon_ocellicaudus" "Chaetodon_ocellicaudus"
"785" "Labropsis_alleni" "Labropsis_alleni"
"786" "Aethaloperca_rogaa" "Aethaloperca_rogaa"
"787" "Centropyge_fisheri" "Centropyge_fisheri"
"788" "Platax_boersii" "Platax_boersii"
"789" "Chrysiptera_oxycephala" "Chrysiptera_oxycephala"
"790" "Valenciennea_spp." "Valenciennea_spp."
"791" "Stegastes_punctatus" "Stegastes_punctatus"
"792" "Choerodon_anchorago" "Choerodon_anchorago"
"793" "Dischistodus_chrysopoecilus" "Dischistodus_chrysopoecilus"
"794" "Meiacanthus_crinitus" "Meiacanthus_crinitus"
"795" "Salarias_guttatus" "Salarias_guttatus"
"796" "Neoglyphidodon_oxyodon" "Neoglyphidodon_oxyodon"
"797" "Salarias_ceramensis" "Salarias_ceramensis"
"798" "Eviota_storthynx" "Eviota_storthynx"
"799" "Dascyllus_melanurus" "Dascyllus_melanurus"
"800" "Salarias_fasciatus" "Salarias_fasciatus"
"801" "Salarias_alboguttatus" "Salarias_alboguttatus"
"802" "Corythoichthys_haematopterus" "Corythoichthys_haematopterus"
"803" "Epinephelus_ongus" "Epinephelus_ongus"
"804" "Gymnothorax_fimbriatus" "Gymnothorax_fimbriatus"
"805" "Sciaena_umbra" "Sciaena_umbra"
"806" "Parablennius_zvonimiri" "Parablennius_zvonimiri"
"807" "Pseudanthias_bicolor" "Pseudanthias_bicolor"
"808" "Chromis_scotochiloptera" "Chromis_scotochiloptera"
"809" "Plectorhinchus_lineatus" "Plectorhinchus_lineatus"
"810" "Pomacentrus_tripunctatus" "Pomacentrus_tripunctatus"
"811" "Apogon_apogonides" "Ostorhinchus_apogonoides"
"812" "Pristiapogon_fraenatus" "Pristiapogon_fraenatus"
"813" "Parapercis_bimacula" "Parapercis_bimacula"
"814" "Malacanthus_latovittatus" "Malacanthus_latovittatus"
"815" "Synodus_jaculum" "Synodus_jaculum"
"816" "Siganus_virgatus" "Siganus_virgatus"
"817" "Chlorurus_capistratoides" "Chlorurus_capistratoides"
"818" "Artedius_harringtoni" "Artedius_harringtoni"
"819" "Sebastes_flavidus" "Sebastes_flavidus"
"820" "Sebastes_maliger" "Sebastes_maliger"
"821" "Rhinogobiops_nicholsii" "Rhinogobiops_nicholsii"
"822" "Oxylebius_pictus" "Oxylebius_pictus"
"823" "Sebastes_caurinus" "Sebastes_caurinus"
"824" "Sebastes_diaconus" "Sebastes_diaconus"
"825" "Sebastes_melanops" "Sebastes_melanops"
"826" "Hexagrammos_decagrammus" "Hexagrammos_decagrammus"
"827" "Cymatogaster_aggregata" "Cymatogaster_aggregata"
"828" "Sebastes_nebulosus" "Sebastes_nebulosus"
"829" "Embiotoca_lateralis" "Embiotoca_lateralis"
"830" "Rhacochilus_vacca" "Rhacochilus_vacca"
"831" "Sebastes_pinniger" "Sebastes_pinniger"
"832" "Aulorhynchus_flavidus" "Aulorhynchus_flavidus"
"833" "Sebastes_spp." "Sebastes_spp."
"834" "Synchirus_gilli" "Synchirus_gilli"
"835" "Brachyistius_frenatus" "Brachyistius_frenatus"
"836" "Citharichthys_stigmaeus" "Citharichthys_stigmaeus"
"837" "Ophiodon_elongatus" "Ophiodon_elongatus"
"838" "Amphistichus_koelzi" "Amphistichus_koelzi"
"839" "Jordania_zonope" "Jordania_zonope"
"840" "Nesogobius_hinsbyi" "Nesogobius_hinsbyi"
"841" "Vincentia_conspersa" "Vincentia_conspersa"
"842" "Scorpaena_papillosa" "Scorpaena_papillosa"
"843" "Hippocampus_abdominalis" "Hippocampus_abdominalis"
"844" "Pseudophycis_bachus" "Pseudophycis_bachus"
"845" "Pseudolabrus_rubicundus" "Pseudolabrus_rubicundus"
"846" "Trachinops_caudimaculatus" "Trachinops_caudimaculatus"
"847" "Aracana_aurita" "Aracana_aurita"
"848" "Diodon_nicthemerus" "Diodon_nicthemerus"
"849" "Dinolestes_lewini" "Dinolestes_lewini"
"850" "Notolabrus_fucicola" "Notolabrus_fucicola"
"851" "Notolabrus_tetricus" "Notolabrus_tetricus"
"852" "Aplodactylus_arctidens" "Aplodactylus_arctidens"
"853" "Bovichtus_angustifrons" "Bovichtus_angustifrons"
"854" "Latridopsis_forsteri" "Latridopsis_forsteri"
"855" "Caesioperca_lepidoptera" "Caesioperca_lepidoptera"
"856" "Caesioperca_rasor" "Caesioperca_rasor"
"857" "Acanthaluteres_vittiger" "Acanthaluteres_vittiger"
"858" "Olisthops_cyanomelas" "Olisthops_cyanomelas"
"859" "Scorpis_lineolata" "Scorpis_lineolata"
"860" "Cheilodactylus_spectabilis" "Chirodactylus_spectabilis"
"861" "Scorpis_aequipinnis" "Scorpis_aequipinnis"
"862" "Pentaceropsis_recurvirostris" "Pentaceropsis_recurvirostris"
"863" "Parma_microlepis" "Parma_microlepis"
"864" "Enoplosus_armatus" "Enoplosus_armatus"
"865" "Trachurus_declivis" "Trachurus_declivis"
"866" "Pseudocaranx_georgianus" "Pseudocaranx_dentex"
"867" "Engraulis_australis" "Engraulis_australis"
"868" "Meuschenia_australis" "Meuschenia_australis"
"869" "Pictilabrus_laticlavius" "Pictilabrus_laticlavius"
"870" "Arripis_trutta" "Arripis_trutta"
"871" "Lotella_rhacina" "Lotella_rhacina"
"872" "Neoodax_balteatus" "Neoodax_balteatus"
"873" "Pempheris_multiradiata" "Pempheris_multiradiata"
"874" "Atypichthys_strigatus" "Atypichthys_strigatus"
"875" "Heteroscarus_acroptilus" "Heteroscarus_acroptilus"
"876" "Chromis_hypsilepis" "Chromis_hypsilepis"
"877" "Schuettea_scalaripinnis" "Schuettea_scalaripinnis"
"878" "Trachinops_taeniatus" "Trachinops_taeniatus"
"879" "Notolabrus_gymnogenis" "Notolabrus_gymnogenis"
"880" "Parupeneus_spilurus" "Parupeneus_spilurus"
"881" "Eupetrichthys_angustipes" "Eupetrichthys_angustipes"
"882" "Hypoplectrodes_maccullochi" "Hypoplectrodes_maccullochi"
"883" "Ophthalmolepis_lineolatus" "Ophthalmolepis_lineolata"
"884" "Upeneichthys_lineatus" "Upeneichthys_lineatus"
"885" "Aplodactylus_lophodon" "Aplodactylus_lophodon"
"886" "Cheilodactylus_fuscus" "Morwong_fuscus"
"887" "Achoerodus_viridis" "Achoerodus_viridis"
"888" "Brachaluteres_jacksonianus" "Brachaluteres_jacksonianus"
"889" "Prionurus_maculatus" "Prionurus_maculatus"
"890" "Prionurus_microlepidotus" "Prionurus_microlepidotus"
"891" "Girella_elevata" "Girella_elevata"
"892" "Trachurus_novaezelandiae" "Trachurus_novaezelandiae"
"893" "Meuschenia_trachylepis" "Meuschenia_trachylepis"
"894" "Fistularia_petimba" "Fistularia_petimba"
"895" "Girella_tricuspidata" "Girella_tricuspidata"
"896" "Coris_picta" "Coris_picta"
"897" "Anoplocapros_inermis" "Anoplocapros_inermis"
"898" "Meuschenia_freycineti" "Meuschenia_freycineti"
"899" "Parapriacanthus_elongatus" "Parapriacanthus_elongatus"
"900" "Pempheris_affinis" "Pempheris_affinis"
"901" "Trinorfolkia_clarkei" "Trinorfolkia_clarkei"
"902" "Pempheris_compressa" "Pempheris_compressa"
"903" "Eubalichthys_bucephalus" "Eubalichthys_bucephalus"
"904" "Meuschenia_flavolineata" "Meuschenia_flavolineata"
"905" "Tetractenos_glaber" "Tetractenos_glaber"
"906" "Chironemus_marmoratus" "Chironemus_marmoratus"
"907" "Trachichthys_australis" "Trachichthys_australis"
"908" "Kyphosus_sydneyanus" "Kyphosus_sydneyanus"
"909" "Petroscirtes_fallax" "Petroscirtes_fallax"
"910" "Latropiscis_purpurissatus" "Latropiscis_purpurissatus"
"911" "Eubalichthys_mosaicus" "Eubalichthys_mosaicus"
"912" "Parma_unifasciata" "Parma_unifasciata"
"913" "Dicotylichthys_punctulatus" "Dicotylichthys_punctulatus"
"914" "Optivus_agastos" "Optivus_agastos"
"915" "Pseudolabrus_luculentus" "Pseudolabrus_luculentus"
"916" "Siphamia_cephalotes" "Siphamia_cephalotes"
"917" "Epinephelus_daemelii" "Epinephelus_daemelii"
"918" "Scorpaena_cardinalis" "Scorpaena_cardinalis"
"919" "Mecaenichthys_immaculatus" "Mecaenichthys_immaculatus"
"920" "Acanthistius_ocellatus" "Acanthistius_ocellatus"
"921" "Rhabdosargus_sarba" "Rhabdosargus_sarba"
"922" "Acanthopagrus_australis" "Acanthopagrus_australis"
"923" "Coris_sandeyeri" "Coris_sandeyeri"
"924" "Chrysophrys_auratus" "Pagrus_auratus"
