"sp_name","Importance","PriceCateg","UsedforAquaculture","UsedasBait","GameFish","Fish_chips"
"Cheilodipterus intermedius",NA,2,0,0,0,0.166666666666667
"Cheilodipterus isostigmus",NA,2,0,0,0,0.166666666666667
"Cheilodipterus lachneri",NA,2,0,0,0,0.166666666666667
"Cheilodipterus macrodon",NA,2,0,0,0,0.166666666666667
"Cheilodipterus nigrotaeniatus",NA,2,0,0,0,0.166666666666667
"Cheilodipterus parazonatus",NA,2,0,0,0,0.166666666666667
"Cheilodipterus quinquelineatus",2,2,0,0,0,0.233333333333333
"Cheiloprion labiatus",0,NA,0,0,0,0
"Chelidonichthys capensis",3,0,0,0,0,0.15
"Chelmon marginalis",NA,NA,0,0,0,0
"Chelmon rostratus",2,NA,0,0,0,0.125
"Chelmonops curiosus",NA,NA,0,0,0,0
"Chelmonops truncatus",NA,NA,0,0,0,0
"Chelon auratus",3,1,2,0,0,0.416666666666667
"Chelon labrosus",3,0,0,0,NA,0.1875
"Chelon ramada",3,1,2,0,NA,0.520833333333333
"Chelon richardsonii",3,1,0,0,0,0.216666666666667
"Chelonodon pleurospilus",NA,3,0,0,0,0.25
"Chilomycterus antennatus",0,NA,NA,NA,0,0
"Chilomycterus reticulatus",0,NA,0,0,0,0
"Chirodactylus brachydactylus",2,NA,0,0,NA,0.166666666666667
"Chirolophis ascanii",0,NA,0,NA,0,0
"Chironemus maculosus",NA,NA,0,0,0,0
"Chironemus marmoratus",NA,NA,0,0,0,0
"Chironemus microlepis",NA,NA,0,0,0,0
"Chlorurus atrilunula",3,2,0,0,0,0.283333333333333
"Chlorurus bleekeri",2,2,0,0,0,0.233333333333333
"Chlorurus bowersi",NA,2,NA,NA,0,0.333333333333333
"Chlorurus capistratoides",NA,2,0,0,0,0.166666666666667
"Chlorurus frontalis",NA,2,0,0,0,0.166666666666667
"Chlorurus gibbus",3,2,0,0,0,0.283333333333333
"Chlorurus japanensis",3,2,0,0,0,0.283333333333333
"Chlorurus microrhinos",NA,2,0,0,0,0.166666666666667
"Chlorurus rhakoura",NA,2,0,0,0,0.166666666666667
"Chlorurus sordidus",3,2,0,0,0,0.283333333333333
"Chlorurus spilurus",NA,NA,0,0,0,0
"Chlorurus strongylocephalus",3,2,0,0,0,0.283333333333333
"Choerodon anchorago",3,3,0,0,0,0.35
"Choerodon azurio",NA,3,0,0,0,0.25
"Choerodon cauteroma",NA,3,0,0,0,0.25
"Choerodon cephalotes",3,3,0,0,0,0.35
"Choerodon cyanodus",NA,3,0,0,0,0.25
"Choerodon fasciatus",3,3,0,0,0,0.35
"Choerodon graphicus",2,3,0,0,0,0.3
"Choerodon jordani",NA,3,0,0,0,0.25
"Choerodon monostigma",NA,3,0,0,0,0.25
"Choerodon rubescens",NA,3,0,0,0,0.25
"Choerodon schoenleinii",3,3,2,0,NA,0.6875
"Choerodon vitta",NA,3,0,0,0,0.25
"Chriolepis dialepta",NA,3,0,0,0,0.25
"Chromis abrupta",NA,NA,0,0,0,0
"Chromis acares",NA,NA,0,0,0,0
"Chromis agilis",NA,NA,0,0,0,0
"Chromis alpha",NA,NA,0,0,0,0
"Chromis alta",NA,NA,0,0,0,0
"Chromis amboinensis",NA,NA,0,0,0,0
"Chromis analis",NA,NA,0,0,0,0
"Chromis atrilobata",NA,NA,0,0,0,0
"Chromis atripectoralis",1,NA,0,0,0,0.0625
"Chromis atripes",NA,NA,0,0,0,0
"Chromis bami",NA,NA,0,0,0,0
"Chromis caudalis",NA,NA,0,0,0,0
"Chromis chromis",2,NA,0,0,NA,0.166666666666667
"Chromis chrysura",NA,NA,0,0,0,0
"Chromis cinerascens",NA,NA,0,0,0,0
"Chromis crusma",NA,NA,0,0,0,0
"Chromis cyanea",NA,NA,0,0,0,0
"Chromis dimidiata",NA,NA,0,0,0,0
"Chromis dispilus",NA,NA,0,0,0,0
"Chromis elerae",NA,NA,0,0,0,0
"Chromis flavaxilla",NA,NA,0,0,0,0
"Chromis flavipectoralis",NA,NA,0,0,0,0
"Chromis flavomaculata",NA,NA,0,0,0,0
"Chromis fumea",NA,NA,0,0,0,0
"Chromis hanui",NA,NA,0,0,0,0
"Chromis hypsilepis",NA,NA,0,0,0,0
"Chromis insolata",NA,NA,0,0,0,0
"Chromis iomelas",NA,NA,0,0,0,0
"Chromis klunzingeri",NA,NA,0,0,0,0
"Chromis lepidolepis",0,NA,0,0,0,0
"Chromis limbata",2,NA,0,0,0,0.125
"Chromis limbaughi",NA,NA,0,0,0,0
"Chromis lineata",NA,NA,0,0,0,0
"Chromis margaritifer",NA,NA,0,0,0,0
"Chromis multilineata",1,NA,0,0,0,0.0625
"Chromis nigrura",0,NA,0,0,0,0
"Chromis nitida",NA,NA,0,0,0,0
"Chromis notata",NA,NA,0,0,0,0
"Chromis opercularis",0,NA,0,0,0,0
"Chromis ovalis",NA,NA,0,0,0,0
"Chromis pamae",NA,NA,0,0,0,0
"Chromis pelloura",NA,NA,0,0,0,0
"Chromis pembae",NA,NA,0,0,0,0
"Chromis punctipinnis",2,NA,0,0,NA,0.166666666666667
"Chromis randalli",NA,NA,0,0,0,0
"Chromis retrofasciata",NA,NA,0,0,0,0
"Chromis scotochiloptera",NA,NA,0,0,0,0
"Chromis scotti",NA,NA,0,0,0,0
"Chromis ternatensis",0,NA,0,0,0,0
"Chromis vanderbilti",NA,NA,0,0,0,0
"Chromis viridis",NA,NA,0,0,0,0
"Chromis weberi",0,NA,0,0,0,0
"Chromis westaustralis",NA,NA,0,0,0,0
"Chromis xanthochira",NA,NA,0,0,0,0
"Chromis xanthura",NA,NA,0,0,0,0
"Chromis xutha",NA,NA,0,0,0,0
"Chrysiptera biocellata",2,NA,0,0,0,0.125
"Chrysiptera bleekeri",NA,NA,0,0,0,0
"Chrysiptera brownriggii",2,NA,0,0,0,0.125
"Chrysiptera caesifrons",NA,NA,0,0,0,0
"Chrysiptera cyanea",NA,NA,0,0,0,0
"Chrysiptera flavipinnis",NA,NA,0,0,0,0
"Chrysiptera galba",NA,NA,0,0,0,0
"Chrysiptera glauca",2,NA,0,0,0,0.125
"Chrysiptera hemicyanea",NA,NA,0,0,0,0
"Chrysiptera notialis",NA,NA,0,0,0,0
"Chrysiptera oxycephala",NA,NA,0,0,0,0
"Chrysiptera parasema",NA,NA,0,0,0,0
"Chrysiptera rapanui",NA,NA,0,0,0,0
"Chrysiptera rex",NA,NA,0,0,0,0
"Chrysiptera rollandi",0,NA,0,0,0,0
"Chrysiptera springeri",NA,NA,0,0,0,0
"Chrysiptera starcki",NA,NA,0,0,0,0
"Chrysiptera talboti",NA,NA,0,0,0,0
"Chrysiptera taupou",NA,NA,0,0,0,0
"Chrysiptera traceyi",NA,NA,0,0,0,0
"Chrysiptera tricincta",NA,NA,0,0,0,0
"Chrysiptera unimaculata",2,NA,0,0,0,0.125
"Chrysoblephus cristiceps",3,0,0,0,NA,0.1875
"Chrysoblephus gibbiceps",3,0,0,0,0,0.15
"Chrysoblephus laticeps",3,0,0,0,NA,0.1875
"Cirrhilabrus cyanopleura",NA,3,0,0,0,0.25
"Cirrhilabrus exquisitus",NA,3,0,0,0,0.25
"Cirrhilabrus flavidorsalis",NA,3,0,0,0,0.25
"Cirrhilabrus katherinae",NA,3,0,0,0,0.25
"Cirrhilabrus laboutei",NA,3,0,0,0,0.25
"Cirrhilabrus lineatus",NA,3,0,0,0,0.25
"Cirrhilabrus punctatus",NA,3,0,0,0,0.25
"Cirrhilabrus randalli",NA,3,0,0,0,0.25
"Cirrhilabrus scottorum",NA,3,0,0,0,0.25
"Cirrhilabrus solorensis",NA,3,0,0,0,0.25
"Cirrhilabrus temminckii",NA,3,0,0,0,0.25
"Cirrhilabrus walindi",NA,3,0,0,0,0.25
"Cirrhitichthys aprinus",1,NA,0,0,0,0.0625
"Cirrhitichthys falco",0,NA,0,0,0,0
"Cirrhitichthys oxycephalus",NA,NA,0,0,0,0
"Cirrhitops fasciatus",NA,NA,0,0,0,0
"Cirrhitops hubbardi",NA,NA,0,0,0,0
"Cirrhitus pinnulatus",3,NA,0,0,NA,0.25
"Cirrhitus rivulatus",3,NA,0,0,NA,0.25
"Cirripectes alboapicalis",0,NA,0,0,0,0
"Cirripectes alleni",NA,NA,0,0,0,0
"Cirripectes auritus",0,NA,0,0,0,0
"Cirripectes castaneus",NA,NA,0,0,0,0
"Cirripectes chelomatus",0,NA,0,0,0,0
"Cirripectes filamentosus",0,NA,0,0,0,0
"Cirripectes fuscoguttatus",0,NA,0,0,0,0
"Cirripectes hutchinsi",0,NA,0,0,0,0
"Cirripectes polyzona",0,NA,0,0,0,0
"Cirripectes springeri",0,NA,0,0,0,0
"Cirripectes stigmaticus",0,NA,0,0,0,0
"Cirripectes vanderbilti",0,NA,0,0,0,0
"Cirripectes variolosus",0,NA,0,0,0,0
"Cleidopus gloriamaris",0,NA,0,0,0,0
"Clepticus parrae",2,3,0,0,0,0.3
"Clinus latipennis",NA,NA,0,0,0,0
"Clinus superciliosus",NA,NA,0,0,0,0
"Clinus venustris",NA,NA,0,0,0,0
"Cnidoglanis macrocephalus",2,NA,0,0,NA,0.166666666666667
"Cochleoceps bicolor",NA,NA,0,0,0,0
"Cochleoceps orientalis",NA,NA,0,0,0,0
"Conger verreauxi",3,1,NA,NA,0,0.361111111111111
"Congiopodus peruvianus",NA,NA,0,0,0,0
"Conniella apterygia",NA,3,0,0,0,0.25
"Coradion altivelis",0,NA,0,0,0,0
"Coradion chrysozonus",2,NA,0,0,0,0.125
"Coris auricularis",NA,3,0,0,0,0.25
"Coris aurilineata",NA,3,0,0,0,0.25
"Coris aygula",2,3,0,0,NA,0.375
"Coris batuensis",2,3,0,0,0,0.3
"Coris bulbifrons",NA,3,0,0,0,0.25
"Coris caudimacula",NA,3,0,0,0,0.25
"Coris centralis",NA,3,0,0,0,0.25
"Coris cuvieri",2,3,0,0,0,0.3
"Coris debueni",NA,3,0,0,0,0.25
"Coris dorsomacula",NA,3,0,0,0,0.25
"Coris formosa",2,3,0,0,0,0.3
"Coris gaimard",3,3,0,0,0,0.35
"Coris hewetti",NA,3,0,0,0,0.25
"Coris julis",2,3,0,0,NA,0.375
"Coris picta",NA,3,0,0,0,0.25
"Coris pictoides",NA,3,0,NA,0,0.333333333333333
"Coris roseoviridis",NA,3,0,0,0,0.25
"Coris sandeyeri",NA,3,0,NA,0,0.333333333333333
"Coris venusta",NA,3,NA,NA,0,0.5
"Coryphopterus alloides",NA,3,NA,NA,0,0.5
"Coryphopterus dicrus",NA,3,0,0,0,0.25
"Coryphopterus eidolon",NA,3,NA,NA,0,0.5
"Coryphopterus glaucofraenum",NA,3,0,0,0,0.25
"Coryphopterus hyalinus",NA,3,NA,NA,0,0.5
"Coryphopterus lipernes",NA,3,0,0,0,0.25
"Coryphopterus personatus",NA,3,0,0,0,0.25
"Coryphopterus thrix",NA,3,NA,NA,0,0.5
"Coryphopterus tortugae",NA,NA,0,0,0,0
"Coryphopterus urospilus",NA,3,0,0,0,0.25
"Cratinus agassizii",3,3,0,0,0,0.35
"Cremnochorites capensis",NA,NA,0,0,0,0
"Crenimugil crenilabis",2,1,2,1,0,0.466666666666667
"Cristiceps aurantiacus",NA,NA,0,0,0,0
"Crocodilichthys gracilis",NA,NA,0,0,0,0
"Cromileptes altivelis",3,3,2,0,0,0.55
"Crossosalarias macrospilus",NA,NA,0,0,0,0
"Cryptichthys jojettae",0,NA,0,0,0,0
"Cryptocentrus caeruleomaculatus",NA,3,0,0,0,0.25
"Cryptocentrus caeruleopunctatus",NA,3,0,0,0,0.25
"Cryptocentrus cinctus",NA,3,0,0,0,0.25
"Cryptocentrus cryptocentrus",NA,3,0,0,0,0.25
"Cryptocentrus fasciatus",NA,3,0,0,0,0.25
"Cryptocentrus leucostictus",NA,3,0,0,0,0.25
"Cryptocentrus strigilliceps",NA,3,0,0,0,0.25
"Ctenochaetus binotatus",NA,1,0,0,0,0.0833333333333333
"Ctenochaetus cyanocheilus",NA,1,0,0,0,0.0833333333333333
"Ctenochaetus flavicauda",NA,1,0,0,0,0.0833333333333333
"Ctenochaetus hawaiiensis",NA,1,0,0,0,0.0833333333333333
"Ctenochaetus marginatus",NA,1,0,0,0,0.0833333333333333
"Ctenochaetus striatus",3,1,0,0,0,0.216666666666667
"Ctenochaetus tominiensis",NA,1,0,0,0,0.0833333333333333
"Ctenochaetus truncatus",NA,1,0,0,0,0.0833333333333333
"Ctenogobiops aurocingulus",NA,3,NA,NA,0,0.5
"Ctenogobiops crocineus",NA,NA,0,0,0,0
"Ctenogobiops feroculus",NA,3,0,0,0,0.25
"Ctenogobiops maculosus",NA,3,0,0,0,0.25
"Ctenogobiops mitodes",NA,NA,0,0,0,0
"Ctenogobiops pomastictus",NA,3,NA,NA,0,0.5
"Ctenogobiops tangaroai",NA,3,0,0,0,0.25
"Ctenolabrus rupestris",1,3,0,0,NA,0.3125
"Cybiosarda elegans",2,3,0,2,NA,0.625
"Cyclichthys orbicularis",1,NA,0,0,NA,0.0833333333333333
"Cymatoceps nasutus",3,3,0,0,NA,0.4375
"Cymatogaster aggregata",2,NA,0,1,NA,0.333333333333333
"Cymbacephalus beauforti",1,2,0,NA,0,0.229166666666667
"Cypho purpurascens",NA,NA,0,0,0,0
"Cypho zaps",NA,NA,0,0,0,0
"Cyprinocirrhites polyactis",NA,NA,0,0,0,0
"Dactylophora nigricans",2,NA,0,0,0,0.125
"Dactylopus dactylopus",0,NA,0,0,0,0
"Daector reticulata",NA,NA,0,0,0,0
"Daector schmitti",NA,NA,0,0,0,0
"Dascyllus albisella",NA,NA,0,0,0,0
"Dascyllus aruanus",0,NA,0,0,0,0
"Dascyllus carneus",0,NA,0,0,0,0
"Dascyllus flavicaudus",NA,NA,0,0,0,0
"Dascyllus marginatus",NA,NA,0,0,0,0
"Dascyllus melanurus",NA,NA,0,0,0,0
"Dascyllus reticulatus",2,NA,0,0,0,0.125
"Dascyllus strasburgi",NA,NA,0,0,0,0
"Dascyllus trimaculatus",2,NA,0,0,0,0.125
"Decapterus koheru",2,1,0,0,NA,0.208333333333333
"Decapterus macarellus",3,1,0,2,NA,0.520833333333333
"Decapterus muroadsi",3,1,0,2,0,0.416666666666667
"Decapterus punctatus",2,1,0,2,0,0.366666666666667
"Dellichthys morelandi",NA,NA,0,0,0,0
"Dendrochirus barberi",NA,2,0,0,0,0.166666666666667
"Dendrochirus zebra",2,2,0,0,0,0.233333333333333
"Dentex dentex",3,3,2,0,NA,0.6875
"Dermatolepis dermatolepis",2,3,0,0,NA,0.375
"Diademichthys lineatus",NA,NA,0,0,0,0
"Diagramma labiosum",NA,1,0,0,0,0.0833333333333333
"Diagramma melanacrum",NA,1,0,0,0,0.0833333333333333
"Dialommus fuscus",0,NA,0,0,0,0
"Dicentrarchus labrax",3,3,2,0,NA,0.6875
"Dicentrarchus punctatus",2,1,0,0,NA,0.208333333333333
"Dichistius capensis",3,NA,0,0,NA,0.25
"Dicotylichthys punctulatus",0,NA,0,0,0,0
"Didogobius amicuscaridis",NA,NA,0,0,0,0
"Dinolestes lewini",NA,NA,0,0,0,0
"Diodon holocanthus",2,NA,0,0,0,0.125
"Diodon hystrix",2,NA,0,0,0,0.125
"Diodon liturosus",2,NA,0,0,0,0.125
"Diodon nicthemerus",0,NA,0,0,0,0
"Diplodus annularis",3,0,0,0,NA,0.1875
"Diplodus argenteus",2,2,0,0,NA,0.291666666666667
"Diplodus capensis",2,2,0,2,NA,0.541666666666667
"Diplodus cervinus",2,0,0,0,NA,0.125
"Diplodus puntazzo",3,0,0,0,NA,0.1875
"Diplodus sargus",2,3,2,NA,NA,0.833333333333333
"Diplodus vulgaris",3,0,0,0,NA,0.1875
"Diplogrammus goramensis",NA,NA,0,0,0,0
"Diplogrammus xenicus",NA,NA,0,0,0,0
"Diploprion bifasciatum",NA,3,0,0,0,0.25
"Diproctacanthus xanthurus",NA,3,0,0,0,0.25
"Dipterygonotus balteatus",2,NA,0,2,0,0.375
"Dischistodus chrysopoecilus",NA,NA,0,0,0,0
"Dischistodus darwiniensis",NA,NA,0,0,0,0
"Dischistodus melanotus",NA,NA,0,0,0,0
"Dischistodus perspicillatus",2,NA,0,0,0,0.125
"Dischistodus prosopotaenia",NA,NA,0,0,0,0
"Dischistodus pseudochrysopoecilus",NA,NA,0,0,0,0
"Doratonotus megalepis",NA,3,0,0,0,0.25
"Dotalabrus alleni",NA,3,0,0,0,0.25
"Dotalabrus aurantiacus",NA,3,0,0,0,0.25
"Dules auriga",0,NA,0,0,0,0
"Echeneis naucrates",2,2,0,0,NA,0.291666666666667
"Echeneis neucratoides",3,2,0,0,0,0.283333333333333
"Echidna nebulosa",2,1,0,0,0,0.166666666666667
"Echidna nocturna",NA,1,NA,NA,0,0.166666666666667
"Ecsenius aequalis",NA,NA,0,0,0,0
"Ecsenius alleni",NA,NA,0,0,0,0
"Ecsenius bandanus",NA,NA,0,0,0,0
"Ecsenius bathi",NA,NA,0,0,0,0
"Ecsenius bicolor",NA,NA,0,0,0,0
"Ecsenius fijiensis",NA,NA,0,0,0,0
"Ecsenius fourmanoiri",NA,NA,0,0,0,0
"Ecsenius frontalis",NA,NA,0,0,0,0
"Ecsenius gravieri",NA,NA,0,0,0,0
"Ecsenius kurti",NA,NA,0,0,0,0
"Ecsenius lineatus",NA,NA,0,0,0,0
"Ecsenius lividanalis",NA,NA,0,0,0,0
"Ecsenius midas",NA,NA,0,0,0,0
"Ecsenius minutus",NA,NA,0,0,0,0
"Ecsenius nalolo",NA,NA,0,0,0,0
"Ecsenius namiyei",NA,NA,0,0,0,0
"Ecsenius oculatus",NA,NA,0,0,0,0
"Ecsenius prooculis",NA,NA,0,0,0,0
"Ecsenius randalli",NA,NA,0,0,0,0
"Ecsenius schroederi",NA,NA,0,0,0,0
"Ecsenius stictus",NA,NA,0,0,0,0
"Ecsenius stigmatura",NA,NA,0,0,0,0
"Ecsenius tigris",NA,NA,0,0,0,0
"Ecsenius tricolor",NA,NA,0,0,0,0
"Ecsenius trilineatus",0,NA,0,0,0,0
"Ecsenius yaeyamaensis",NA,NA,0,0,0,0
"Ekemblemaria myersi",NA,NA,0,0,0,0
"Elacatinus atronasus",NA,3,0,0,0,0.25
"Elacatinus cayman",NA,NA,0,0,0,0
"Elacatinus centralis",NA,NA,0,0,0,0
"Elacatinus evelynae",NA,3,0,0,0,0.25
"Elacatinus figaro",NA,3,0,0,0,0.25
"Elacatinus genie",NA,3,0,0,0,0.25
"Elacatinus horsti",NA,3,0,0,0,0.25
"Elacatinus jarocho",NA,NA,0,0,0,0
"Elacatinus oceanops",NA,3,0,0,0,0.25
"Elacatinus prochilos",NA,3,0,0,0,0.25
"Elacatinus puncticulatus",NA,3,0,0,0,0.25
"Elacatinus randalli",NA,3,0,0,0,0.25
"Elacatinus xanthiprora",NA,3,NA,NA,0,0.5
"Elagatis bipinnulata",4,1,0,0,NA,0.333333333333333
"Eleotrica cableae",NA,3,0,0,0,0.25
"Elops affinis",2,NA,0,0,NA,0.166666666666667
"Embiotoca jacksoni",NA,NA,0,NA,0,0
"Embiotoca lateralis",3,NA,0,0,NA,0.25
"Emblemariopsis pricei",NA,NA,0,0,0,0
"Emblemariopsis signifer",NA,NA,0,0,0,0
"Enchelycore lichenosa",NA,1,0,0,0,0.0833333333333333
"Enchelycore ramosa",NA,1,0,0,0,0.0833333333333333
"Engraulis australis",2,1,0,2,0,0.366666666666667
"Engraulis encrasicolus",4,1,0,2,0,0.466666666666667
"Enneanectes carminalis",NA,NA,0,0,0,0
"Enneanectes smithi",NA,NA,0,0,0,0
"Enneapterygius atrogulare",0,NA,0,0,0,0
"Enneapterygius hemimelas",0,NA,0,0,0,0
"Enneapterygius kermadecensis",0,NA,0,0,0,0
"Enneapterygius larsonae",0,NA,0,0,0,0
"Enneapterygius mirabilis",0,NA,0,0,0,0
"Enneapterygius rufopileus",0,NA,0,0,0,0
"Enneapterygius similis",NA,NA,0,0,0,0
"Enophrys diceraus",NA,0,0,0,0,0
"Enoplosus armatus",2,NA,0,0,0,0.125
"Entomacrodus chapmani",NA,NA,0,0,0,0
"Entomacrodus solus",NA,NA,0,0,0,0
"Eocallionymus papilio",NA,NA,0,0,0,0
"Epibulus brevis",NA,NA,0,0,0,0
"Epibulus insidiator",2,3,0,0,0,0.3
"Epinephelides armatus",NA,3,0,0,0,0.25
"Epinephelus adscensionis",4,3,0,0,NA,0.5
"Epinephelus akaara",2,3,2,0,0,0.5
"Epinephelus albomarginatus",1,3,0,0,0,0.25
"Epinephelus analogus",2,2,0,0,NA,0.291666666666667
"Epinephelus areolatus",3,3,2,0,0,0.55
"Epinephelus bilobatus",NA,3,0,0,0,0.25
"Epinephelus bleekeri",2,3,2,0,0,0.5
"Epinephelus bruneus",3,3,2,0,NA,0.6875
"Epinephelus coeruleopunctatus",2,3,0,0,0,0.3
"Epinephelus coioides",3,2,2,0,0,0.483333333333333
"Epinephelus corallicola",1,3,0,0,0,0.25
"Epinephelus costae",2,3,0,0,0,0.3
"Epinephelus cyanopodus",2,3,0,0,0,0.3
"Epinephelus daemelii",1,3,0,0,NA,0.3125
"Epinephelus fasciatus",3,2,0,0,NA,0.354166666666667
"Epinephelus fuscoguttatus",2,3,2,0,0,0.5
"Epinephelus guttatus",4,2,0,0,NA,0.416666666666667
"Epinephelus hexagonatus",2,3,0,0,NA,0.375
"Epinephelus howlandi",1,3,0,0,0,0.25
"Epinephelus irroratus",3,3,0,0,0,0.35
"Epinephelus itajara",2,3,0,0,NA,0.375
"Epinephelus labriformis",2,3,0,0,0,0.3
"Epinephelus lanceolatus",1,3,2,0,NA,0.5625
"Epinephelus longispinis",3,3,0,0,0,0.35
"Epinephelus macrospilos",3,3,0,0,0,0.35
"Epinephelus maculatus",2,3,0,0,0,0.3
"Epinephelus malabaricus",4,3,2,0,NA,0.75
"Epinephelus marginatus",4,3,0,0,NA,0.5
"Epinephelus melanostigma",1,3,0,0,0,0.25
"Epinephelus merra",3,3,2,0,NA,0.6875
"Epinephelus morio",3,1,0,0,NA,0.270833333333333
"Epinephelus multinotatus",3,3,0,0,0,0.35
"Epinephelus ongus",2,3,0,0,0,0.3
"Epinephelus polyphekadion",3,3,1,0,0,0.45
"Epinephelus quoyanus",3,3,0,0,0,0.35
"Epinephelus rivulatus",2,3,0,0,0,0.3
"Epinephelus socialis",2,3,0,0,0,0.3
"Epinephelus spilotoceps",3,3,0,0,NA,0.4375
"Epinephelus striatus",3,2,0,0,NA,0.354166666666667
"Epinephelus tauvina",2,3,2,0,NA,0.625
"Epinephelus tukula",1,3,0,0,NA,0.3125
"Epinephelus undulatostriatus",3,3,0,0,0,0.35
"Equetus punctatus",2,1,0,0,0,0.166666666666667
"Eubalichthys bucephalus",NA,NA,0,0,0,0
"Eubalichthys caeruleoguttatus",NA,NA,0,0,0,0
"Eubalichthys cyanoura",NA,NA,0,0,0,0
"Eubalichthys gunnii",NA,NA,0,0,0,0
"Eubalichthys mosaicus",NA,NA,0,0,0,0
"Eucinostomus dowii",NA,1,0,0,0,0.0833333333333333
"Eupetrichthys angustipes",NA,3,0,0,0,0.25
"Euthynnus affinis",4,1,0,0,NA,0.333333333333333
"Euthynnus lineatus",2,2,0,0,NA,0.291666666666667
"Eutrigla gurnardus",3,2,0,0,0,0.283333333333333
"Eviota albolineata",NA,3,0,0,0,0.25
"Eviota atriventris",NA,NA,0,0,0,0
"Eviota bifasciata",NA,3,NA,NA,0,0.5
"Eviota bimaculata",NA,3,0,0,0,0.25
"Eviota fasciola",NA,3,NA,NA,0,0.5
"Eviota guttata",NA,3,0,0,0,0.25
"Eviota hoesei",NA,NA,0,0,0,0
"Eviota lachdeberei",NA,3,NA,NA,0,0.5
"Eviota latifasciata",NA,3,NA,NA,0,0.5
"Eviota melasma",NA,3,NA,NA,0,0.5
"Eviota mikiae",NA,3,0,0,0,0.25
"Eviota nigriventris",NA,3,NA,NA,0,0.5
"Eviota pellucida",NA,3,0,0,0,0.25
"Eviota prasites",NA,3,NA,NA,0,0.5
"Eviota raja",NA,3,0,0,0,0.25
"Eviota readerae",NA,NA,0,0,0,0
"Eviota rubriceps",NA,NA,0,0,0,0
"Eviota sebreei",NA,3,NA,NA,0,0.5
"Eviota sigillata",NA,3,NA,NA,0,0.5
"Eviota storthynx",NA,3,NA,NA,0,0.5
"Eviota zebrina",NA,3,0,0,0,0.25
"Evistias acutirostris",3,NA,0,0,0,0.1875
"Evynnis cardinalis",3,3,0,0,0,0.35
"Exallias brevis",NA,NA,0,0,0,0
"Exyrias belissimus",NA,3,0,0,0,0.25
"Favonigobius lateralis",NA,3,0,0,0,0.25
"Foetorepus calauropomus",NA,NA,0,0,0,0
"Forcipiger flavissimus",0,NA,0,0,0,0
"Forcipiger longirostris",2,NA,0,0,0,0.125
"Forsterygion capito",0,NA,0,0,0,0
"Forsterygion flavonigrum",0,NA,0,0,0,0
"Forsterygion gymnotum",0,NA,0,0,0,0
"Forsterygion lapillum",0,NA,0,0,0,0
"Forsterygion malcolmi",NA,NA,0,0,0,0
"Forsterygion maryannae",0,NA,0,0,0,0
"Forsterygion varium",NA,NA,0,0,0,0
"Furcina osimae",NA,0,0,0,0,0
"Fusigobius duospilus",NA,3,0,0,0,0.25
"Fusigobius inframaculatus",NA,3,0,0,0,0.25
"Fusigobius melacron",NA,3,0,0,0,0.25
"Fusigobius neophytus",NA,3,0,0,0,0.25
"Fusigobius signipinnis",NA,3,0,0,0,0.25
"Gadus morhua",4,1,2,0,NA,0.583333333333333
"Gasterosteus aculeatus",2,NA,0,0,0,0.125
"Genicanthus caudovittatus",NA,2,0,0,0,0.166666666666667
"Genicanthus lamarck",2,2,0,0,0,0.233333333333333
"Genicanthus semicinctus",NA,2,0,0,0,0.166666666666667
"Genicanthus watanabei",NA,2,0,0,0,0.166666666666667
"Genypterus tigerinus",2,1,0,0,0,0.166666666666667
"Gerres cinereus",2,1,0,1,0,0.266666666666667
"Gerres equulus",NA,1,0,0,0,0.0833333333333333
"Gerres subfasciatus",NA,1,0,0,0,0.0833333333333333
"Gillellus chathamensis",NA,NA,0,0,0,0
"Girella cyanea",NA,NA,0,0,0,0
"Girella elevata",NA,NA,0,0,0,0
"Girella fimbriata",NA,NA,0,0,0,0
"Girella freminvillii",NA,NA,0,0,0,0
"Girella nigricans",3,1,0,0,NA,0.270833333333333
"Girella punctata",3,NA,0,0,NA,0.25
"Girella simplicidens",NA,NA,0,0,0,0
"Girella tephraeops",NA,NA,0,0,0,0
"Girella tricuspidata",3,3,0,0,NA,0.4375
"Girella zebra",3,NA,0,0,0,0.1875
"Glaucosoma hebraicum",3,NA,0,0,NA,0.25
"Glaucosoma magnificum",2,NA,0,0,0,0.125
"Glaucosoma scapulare",3,NA,0,0,0,0.1875
"Glyptoparus delicatulus",NA,NA,0,NA,0,0
"Gnathanacanthus goetzeei",NA,NA,0,0,0,0
"Gnathanodon speciosus",2,2,2,0,NA,0.541666666666667
"Gnathodentex aureolineatus",3,3,0,0,0,0.35
"Gnatholepis anjerensis",2,3,0,0,0,0.3
"Gnatholepis cauerensis",NA,3,0,0,0,0.25
"Gnatholepis thompsoni",NA,3,0,0,0,0.25
"Gobiesox woodsi",NA,NA,0,0,0,0
"Gobioclinus dendriticus",NA,NA,0,0,0,0
"Gobiodon citrinus",NA,3,0,0,0,0.25
"Gobiodon heterospilos",NA,3,0,0,0,0.25
"Gobiodon histrio",NA,3,0,0,0,0.25
"Gobiodon okinawae",NA,3,0,0,0,0.25
"Gobiodon quinquestrigatus",NA,3,0,0,0,0.25
"Gobiodon spilophthalmus",NA,3,0,0,0,0.25
"Gobiosoma hildebrandi",NA,3,0,0,0,0.25
"Gobiosoma spilotum",NA,3,0,0,0,0.25
"Gobius bucchichi",NA,3,0,0,0,0.25
