"SurveyID","nb_species","aesthe_survey_pres","aesthe_survey_abund","aesthe_SR_survey","nb_sp_pos_survey","nb_sp_neg_survey"
"593003430",30,2097.34349440352,1416.41281757166,2374.18906024059,8,22
"593003431",21,2100.92553265615,2122.9795369677,2207.26116887512,7,14
"593003432",14,1968.28127110789,1866.73088883641,2031.70713799962,2,12
"593003433",22,2006.58480554739,1804.62946921484,2228.3491786518,6,16
"593003434",26,2116.92361948801,1599.42036370469,2305.75108410937,7,19
"593003435",23,2026.79507216377,1444.43995140077,2248.68783741607,5,18
"593003436",18,1881.33767244681,1256.29212498791,2138.79896507223,5,13
"593003437",22,1980.01812895676,1604.28216840192,2228.3491786518,6,16
"593003438",22,1923.78219002354,1501.10748293613,2228.3491786518,7,15
"593003439",35,2123.75807428965,1264.08418161353,2450.1860183293,10,25
"593003440",32,2004.55114323329,1460.30372576364,2405.71569249515,9,23
"593003441",25,1992.84889180591,1767.76325233795,2287.34065519221,8,17
"593003442",26,1978.58536461773,1298.38158495961,2305.75108410937,9,17
"593003443",22,2005.87412949788,1711.44045636594,2228.3491786518,4,18
"593003444",28,1940.15349414701,1268.28687778878,2340.94327947849,9,19
"593003447",27,2107.12347308913,1580.08099692616,2323.60649590586,6,21
"593003448",28,2162.36448526436,2026.69648497471,2340.94327947849,7,21
"593003449",23,2122.86150168166,1678.18440779606,2248.68783741607,7,16
"593003454",30,2036.08365591561,1736.15701031841,2374.18906024059,11,19
"593003455",20,2078.06474941983,1904.13796025871,2185.35845629437,5,15
"593003456",18,2008.83736179179,1756.81059224932,2138.79896507223,5,13
"593003457",32,2295.61724420315,1748.77337755958,2405.71569249515,10,22
"593003458",17,2051.66686779621,1859.36295514995,2113.95669457394,6,11
"593003459",30,2054.22358922157,1283.01338630541,2374.18906024059,8,22
"593003460",30,2054.26516720326,1569.45813249504,2374.18906024059,9,21
"593003461",26,1901.07707284457,1171.21260170907,2305.75108410937,8,18
"593003462",26,1909.92301589458,1335.4420441733,2305.75108410937,7,19
"593003463",34,1818.00728063152,1322.10630544842,2435.71163614839,10,24
"593003464",20,2322.42329817357,2064.03178903676,2185.35845629437,7,13
"593003465",26,2399.67473669187,2198.71104546153,2305.75108410937,6,20
"593003466",25,2379.32240215645,2102.02224037551,2287.34065519221,6,19
"593003467",24,2200.6256910553,2126.48182835764,2268.33468283819,8,16
"593003468",26,2410.03914146205,2330.26308527569,2305.75108410937,9,17
"593003469",24,2368.50743520057,2089.4264050664,2268.33468283819,8,16
"593003470",23,2342.46060325812,2159.43120856838,2248.68783741607,7,16
"593003471",24,2362.75302679693,2146.29266357984,2268.33468283819,8,16
"593003472",24,2177.74356711663,2301.62126892367,2268.33468283819,8,16
"593003473",29,2255.92055499593,2518.45127259609,2357.79423966008,8,21
"593003474",27,2336.36688528396,2315.5496488837,2323.60649590586,7,20
"593003475",24,2287.5396594662,2439.79352997078,2268.33468283819,7,17
"593003476",35,2320.8461134765,2688.8347846814,2450.1860183293,13,22
"593003478",17,2195.56130526506,1881.63942646384,2113.95669457394,6,11
"593003479",25,2344.78857464763,2011.79533688892,2287.34065519221,9,16
"593003482",21,2200.61578442097,1877.13371540269,2207.26116887512,6,15
"593003483",24,2190.70886776336,2386.53085707971,2268.33468283819,8,16
"593003484",23,2315.7250775478,2147.71005299639,2248.68783741607,8,15
"593003485",26,2006.09578561557,1468.36859386703,2305.75108410937,6,20
"593003486",31,2182.62148095103,1476.56539510543,2390.15469389133,8,23
"593003487",21,2183.81915131172,2077.15062508394,2207.26116887512,3,18
"593003488",18,2087.17041311781,2128.49586198589,2138.79896507223,4,14
"593003489",22,1975.78700716612,1397.97808805078,2228.3491786518,6,16
"593003490",23,2356.2202873172,2288.37331650803,2248.68783741607,6,17
"593003491",25,2096.64646977233,1619.62091565947,2287.34065519221,7,18
"593003492",20,2147.40802427085,1983.44386051709,2185.35845629437,5,15
"593003493",25,2252.8324067259,2044.53220361916,2287.34065519221,7,18
"593003494",26,2378.578779238,2378.07756970707,2305.75108410937,8,18
"593003495",31,2067.55704149013,1544.54423808448,2390.15469389133,9,22
"593003496",20,1974.97864782384,1710.92067125812,2185.35845629437,4,16
"593003497",31,2079.82339106697,1414.22926599469,2390.15469389133,8,23
"593003498",20,2113.85374101018,1781.64197101783,2185.35845629437,6,14
"593003503",26,2083.18680515718,1754.88773904457,2305.75108410937,5,21
"593003505",18,2011.84452526117,1961.21693968872,2138.79896507223,2,16
"593003507",24,1848.29258578519,1598.82816853842,2268.33468283819,4,20
"593003508",20,2025.44783682453,1668.81487933167,2185.35845629437,4,16
"593003509",27,2150.20071154658,1613.37609490622,2323.60649590586,7,20
"593003510",23,2076.38854547199,1876.46540891399,2248.68783741607,4,19
"593003511",18,2210.91876246443,1876.36232759183,2138.79896507223,2,16
"593003512",24,2041.50484510737,1605.63203980857,2268.33468283819,4,20
"593003513",24,2001.0206907369,1675.38892105343,2268.33468283819,4,20
"593003514",27,2194.43197576728,1905.09455516488,2323.60649590586,4,23
"593003515",31,2102.61310331786,1586.31199034579,2390.15469389133,6,25
"593003516",18,1998.75496423534,1943.8761758519,2138.79896507223,1,17
"593003517",29,1977.59337786455,1547.93155826403,2357.79423966008,5,24
"593003518",22,2033.68277921438,1901.34856073598,2228.3491786518,3,19
"593003519",18,2040.22361884483,2052.22813955263,2138.79896507223,5,13
"593003520",29,2046.28935560687,1890.7555540948,2357.79423966008,7,22
"593003521",26,2015.8829883678,1862.22875615075,2305.75108410937,5,21
"593003522",27,2087.52016150841,1895.69246679512,2323.60649590586,5,22
"593003523",8,1838.70513763569,1809.46408727847,1812.11073017574,1,7
"6001975",17,2001.36086036578,1993.55683609661,2113.95669457394,4,13
"6001976",24,1831.47581894709,1325.62491683926,2268.33468283819,7,17
"6001977",23,1902.2932444483,1457.96510770586,2248.68783741607,5,18
"6001989",47,2852.68887595557,3679.49151709869,2602.36394728806,20,27
"6001990",29,1936.9961186651,1842.55391707053,2357.79423966008,4,25
"6001991",19,1870.15589904927,1526.8467139908,2162.56636020013,3,16
"6001992",18,1878.75710482881,1771.02481385961,2138.79896507223,5,13
"6001993",22,1810.07658696177,1412.93797872669,2228.3491786518,3,19
"6002003",34,2713.46129935517,3276.73313896052,2435.71163614839,15,19
"6002004",28,2394.78837786341,2499.09214832362,2340.94327947849,9,19
"6002005",18,1883.07137803971,1424.78742055929,2138.79896507223,2,16
"6002006",16,1895.95560239438,1758.02598569182,2087.92318348224,1,15
"6002007",21,1818.31154530601,1418.64870501844,2207.26116887512,1,20
"6002008",14,1834.84423930567,1529.78578655514,2031.70713799962,2,12
"6002009",17,1831.0288578377,1427.91569679992,2113.95669457394,3,14
"6002018",22,1869.33201570862,1655.19366797385,2228.3491786518,2,20
"6002019",13,1838.99234886704,1844.44662886958,2001.16379457045,2,11
"6002020",15,1843.61909881599,1727.67271942887,2060.56118614118,1,14
"6002021",18,1926.69368262306,1727.40776779226,2138.79896507223,1,17
"6002026",55,2821.19529623536,3932.00680972792,2687.33120998132,25,30
"6002027",30,2032.25470076608,1391.2729300393,2374.18906024059,5,25
"6002028",21,1983.68569516262,1338.90770776841,2207.26116887512,5,16
"6002037",24,1963.41195708644,1481.52136018936,2268.33468283819,4,20
"6002038",29,2084.37230200014,1559.72163563794,2357.79423966008,7,22
"6002039",28,1986.60198002138,1389.53804741538,2340.94327947849,5,23
"6002040",36,1967.58893286351,1104.15584689562,2464.33502634194,4,32
"6002050",13,1781.18338422993,1545.12915751657,2001.16379457045,3,10
"6002051",21,1994.97911804572,1496.81299599698,2207.26116887512,4,17
"6002052",28,2101.18609039711,1382.99613047049,2340.94327947849,5,23
"6002060",20,1968.51051915039,1377.2827452385,2185.35845629437,5,15
"6002061",17,1898.49724420652,1551.77122398983,2113.95669457394,3,14
"6002062",21,1955.30959597604,1636.96510344119,2207.26116887512,4,17
"6002063",16,1793.90418633654,1786.79096566945,2087.92318348224,3,13
"6002064",27,2122.38419324058,1698.35668962953,2323.60649590586,6,21
"6002065",19,1961.18342770214,1520.5139926983,2162.56636020013,3,16
"6002081",23,2165.50968577799,1487.32211994313,2248.68783741607,7,16
"6002082",25,2125.19439425321,1467.11240401625,2287.34065519221,9,16
"6002083",16,1859.17701892101,1716.73535729272,2087.92318348224,3,13
"6002084",14,1971.22141337172,2083.03054070338,2031.70713799962,4,10
"6002085",13,1887.12902070589,1968.07830757673,2001.16379457045,3,10
"6002086",25,2075.80196950135,2069.93076383574,2287.34065519221,4,21
"6002087",21,2153.05980905512,1965.25539427492,2207.26116887512,4,17
"6002088",27,1815.61624065335,1538.16547128847,2323.60649590586,3,24
"6002089",24,1962.04365853847,1752.33743549908,2268.33468283819,3,21
"6002090",23,1923.19933758181,1599.66703194489,2248.68783741607,5,18
"6002091",26,2121.0431351933,1728.64446545411,2305.75108410937,5,21
"6002092",26,2056.13986882353,1641.12918832014,2305.75108410937,3,23
"6002093",20,1970.71885656759,1765.74692727055,2185.35845629437,2,18
"6002094",24,1915.70727130932,1434.55908524728,2268.33468283819,4,20
"6002095",24,1969.97301971176,1658.33177295958,2268.33468283819,3,21
"6002096",32,1896.3147616197,1410.17452245211,2405.71569249515,5,27
"6002097",14,1736.57396867915,1430.42720212573,2031.70713799962,2,12
"6002104",27,2016.80170626197,1779.13236413303,2323.60649590586,3,24
"6002105",25,1943.38905573809,1925.39425946427,2287.34065519221,4,21
"6002108",56,2991.59232727856,3541.17656713907,2697.24673169728,24,32
"6002109",43,2669.50392544914,2846.82447054316,2555.47878346624,20,23
"6002110",28,2284.00437385592,2376.78389972226,2340.94327947849,13,15
"6002111",16,1895.65342295404,1748.1460523582,2087.92318348224,7,9
"6002112",10,1785.69701763073,1621.80599638542,1896.67490607898,4,6
"6002113",9,1766.77992197458,1661.0110217134,1856.26587460569,2,7
"6002114",9,1766.04678856544,1610.82842596342,1856.26587460569,1,8
"6002115",46,2291.84576738749,1681.1375857195,2590.94954296761,13,33
"6002116",44,2402.20589517423,2025.51156988743,2567.51523707907,14,30
"6002117",44,2182.6181230593,1896.89997265542,2567.51523707907,15,29
"6002118",47,2398.49793399337,1430.55624532598,2602.36394728806,17,30
"6002119",30,2117.3523341228,1617.36883030312,2374.18906024059,6,24
"6002120",37,2332.24647669882,2157.4148499191,2478.17471526668,14,23
"6002121",26,2087.03952003088,1958.07844527984,2305.75108410937,6,20
"6002122",38,2217.73685816991,1714.88474993185,2491.71993967651,13,25
"6002123",27,1940.81968473439,1788.84745676575,2323.60649590586,6,21
"6002124",36,2179.11214301789,1703.46069681605,2464.33502634194,14,22
"6002125",33,2152.35370131183,1656.45687287006,2420.89448855093,10,23
"6002126",39,2165.07425453522,1824.59651887457,2504.98447234734,12,27
"6002127",39,2191.31310423231,1722.19293639093,2504.98447234734,18,21
"6002128",23,1964.89439454148,1732.81201389701,2248.68783741607,6,17
"6002129",23,1953.27951320893,1758.77884278251,2248.68783741607,7,16
"6002130",49,2172.80906413359,1359.09656572021,2624.62502504328,22,27
"6002131",35,2211.20953315874,1583.36843463605,2450.1860183293,12,23
"6002132",33,2072.32027702168,1658.90955194324,2420.89448855093,9,24
"6002133",36,2281.06286620508,1792.93133112931,2464.33502634194,9,27
"6002134",36,2469.91689083339,2013.78085453667,2464.33502634194,15,21
"6002135",41,2070.99691447052,1552.81912200774,2530.72175773865,16,25
"6002136",18,1962.14149829889,1758.68001875339,2138.79896507223,5,13
"6002137",21,1923.52882384808,1635.92188041448,2207.26116887512,7,14
"6002138",43,2119.84471310921,1351.87970318386,2555.47878346624,16,27
"6002139",38,2196.31681913203,1377.00892201173,2491.71993967651,18,20
"6002140",27,2052.9898845028,1831.58962730733,2323.60649590586,7,20
"6002141",28,1907.09824027751,2031.39756878033,2340.94327947849,9,19
"6002142",29,2165.65536898878,1826.59853506217,2357.79423966008,7,22
"6002143",40,2191.13490547604,1647.60890416363,2517.98110851286,12,28
"6002144",23,2098.0718238782,1796.92678374788,2248.68783741607,8,15
"6002145",17,1991.1977084492,1833.41757070881,2113.95669457394,5,12
"6002146",20,2076.62426769069,1847.767854174,2185.35845629437,7,13
"6002147",32,2083.54460925803,1848.86207594468,2405.71569249515,11,21
"6002148",31,1998.72324039834,1626.51864276101,2390.15469389133,11,20
"6002153",18,1981.68480045638,1953.48676114177,2138.79896507223,4,14
"6002154",27,2283.43841136089,2247.33502495495,2323.60649590586,11,16
"6002155",27,2435.42731660048,2353.47421227744,2323.60649590586,11,16
"6002156",23,2266.04105784511,2131.10579160519,2248.68783741607,11,12
"6002157",32,2428.12081616203,2432.7316368997,2405.71569249515,15,17
"6002158",17,2134.67258974497,2106.67396667226,2113.95669457394,7,10
"6002159",23,2273.34094328893,2166.40962191011,2248.68783741607,13,10
"6002160",25,2357.99417544363,2361.50894930779,2287.34065519221,13,12
"6002161",21,2198.72825628272,2058.7446692622,2207.26116887512,11,10
"6002162",24,2411.967008118,2391.13143018892,2268.33468283819,13,11
"6002163",15,1951.05179012715,1667.05062140055,2060.56118614118,7,8
"6002164",16,2080.45066107061,1898.77336104425,2087.92318348224,8,8
"6002166",39,2737.1676939518,3289.77823813322,2504.98447234734,16,23
"6002167",42,2878.38800316372,3276.66439572942,2543.21752514954,21,21
"6002170",44,2778.21017100121,3550.28205361465,2567.51523707907,20,24
"6002171",39,2960.78891439163,4042.3134914168,2504.98447234734,18,21
"6002172",32,2549.7633027793,2846.56809497869,2405.71569249515,14,18
"6002173",52,2596.57000031355,1934.60802954393,2656.6981055205,17,35
"6002174",73,2983.60543981729,2604.17772036841,2847.4358582506,30,43
"6002175",67,2917.45309688778,2419.56609828128,2797.95380131742,30,37
"6002176",63,2614.8074190648,2155.18612274478,2762.96971264875,26,37
"6002184",47,3146.34451538994,3902.21189120102,2602.36394728806,20,27
"6002185",39,2390.85528274344,3033.31376361532,2504.98447234734,16,23
"6002193",57,2945.70896603227,3271.52767406938,2707.02236739438,22,35
"6002199",7,1673.61910632172,1664.26392061918,1763.32076508842,1,6
"6002205",17,1850.25777736197,1552.58847799341,2113.95669457394,3,14
"6002212",18,1843.89889940247,1845.51546038317,2138.79896507223,4,14
"6002219",12,1885.01772774955,1838.31646873928,1968.69006049611,0,12
"6002220",12,1863.57313155998,1722.79863754767,1968.69006049611,0,12
"6002221",17,1979.5910367336,2012.15080256119,2113.95669457394,0,17
"6002222",11,1830.88282644667,1562.28343271765,1933.98659929558,2,9
"6002226",12,2028.08655119742,1824.89269711701,1968.69006049611,3,9
"6002227",32,1982.10788994451,1902.01219382145,2405.71569249515,9,23
"6002228",39,2528.30059711525,2222.77512432545,2504.98447234734,11,28
"6002243",48,2550.15593736395,2470.15478208478,2613.58673801098,21,27
"6002244",8,1797.81285557063,1870.32374230615,1812.11073017574,3,5
"6002245",10,1733.74099579695,1794.44644620057,1896.67490607898,2,8
"6002246",22,2093.02658882752,1574.0609901508,2228.3491786518,11,11
"6002247",14,1837.1503904403,1496.06116043472,2031.70713799962,5,9
"6002248",14,1886.75750456129,1417.0150765856,2031.70713799962,5,9
"6002249",15,1989.26016140191,1888.94326389374,2060.56118614118,2,13
"6002250",18,1922.09721458682,1703.58932980482,2138.79896507223,4,14
"6002251",18,1810.97579790441,1514.40355071605,2138.79896507223,4,14
"6002252",20,1860.34127844868,1737.57595171917,2185.35845629437,3,17
"6002253",19,1900.31978305499,1927.95133678749,2162.56636020013,2,17
"6002254",13,1874.52102139324,1826.34181131127,2001.16379457045,1,12
"6002255",14,1904.5286766936,1639.25821646218,2031.70713799962,6,8
"6002256",13,1839.40091594389,1486.50488128946,2001.16379457045,4,9
"6002257",25,1944.44005571929,1922.40968937003,2287.34065519221,5,20
"6002258",26,1907.60868106342,1839.2986601035,2305.75108410937,4,22
"6002259",12,1823.29930857497,1779.51590956626,1968.69006049611,2,10
"6002260",18,1963.32292747915,1672.49443655343,2138.79896507223,3,15
"6002261",19,1988.34480466087,1931.0156477209,2162.56636020013,3,16
"6002262",21,1948.62699717656,1692.14647481574,2207.26116887512,4,17
"6002263",13,1927.45378113742,1818.13429634214,2001.16379457045,2,11
"6002268",26,1895.21728676926,1537.90841676119,2305.75108410937,3,23
"6002269",22,2047.79071044133,1876.30265692307,2228.3491786518,7,15
"6002270",21,2080.71107292064,1854.05526295737,2207.26116887512,5,16
"6002271",9,1715.54049876722,1681.22142473864,1856.26587460569,1,8
"6002272",11,1897.99143282426,1813.64706177852,1933.98659929558,1,10
"6002273",12,1792.89846080916,1612.4222068237,1968.69006049611,3,9
"6002274",15,1837.31897809631,1767.3236933588,2060.56118614118,1,14
"6002275",16,1979.15667845614,1784.38999339012,2087.92318348224,4,12
"6002276",23,1876.01787911469,1823.67253852592,2248.68783741607,5,18
"6002277",22,1969.68889642599,1779.67235402322,2228.3491786518,5,17
"6002278",19,1812.6035470859,1877.938776248,2162.56636020013,4,15
"6002279",4,1538.15149286756,1476.88611315889,1572.73281143487,0,4
"6002280",16,1941.93648621315,1804.80933306905,2087.92318348224,3,13
"6002281",18,1944.74244396044,1556.99555624054,2138.79896507223,4,14
"6002282",30,2429.08998757056,1921.78450911952,2374.18906024059,10,20
"6002283",14,1857.22413192524,1647.75695725112,2031.70713799962,1,13
"6002284",16,1835.86991395012,1796.01781040395,2087.92318348224,2,14
"6002285",7,1577.1080630278,1542.66337841084,1763.32076508842,1,6
"6002286",9,1834.41330388698,1738.81053872209,1856.26587460569,0,9
"6002287",19,1907.37580018965,2059.11501087273,2162.56636020013,4,15
"6002288",16,1859.21684258952,1571.40884858262,2087.92318348224,5,11
"6002289",28,1907.23075720115,1257.17763033651,2340.94327947849,3,25
"6002290",29,1783.49091839323,1193.68889042327,2357.79423966008,3,26
"6002291",11,1836.92342685476,2042.46399246192,1933.98659929558,2,9
"6002292",19,2020.65524164974,2223.5389140292,2162.56636020013,5,14
"6002293",17,2023.99817707107,2209.37877121308,2113.95669457394,5,12
"6002294",21,2136.94691293409,2216.669232117,2207.26116887512,5,16
"6002295",25,2108.37602792429,2215.81729061316,2287.34065519221,9,16
"6002296",15,1968.82364875731,1924.95050079828,2060.56118614118,1,14
"6002297",33,2320.16255458774,2342.96101860243,2420.89448855093,12,21
"6002298",42,2079.72855797805,1332.8446645062,2543.21752514954,10,32
"6002299",48,2307.899504225,2161.30901789201,2613.58673801098,16,32
"6002300",37,2340.51013632308,2237.91109123426,2478.17471526668,10,27
"6002301",30,2336.9273689064,2055.79637633671,2374.18906024059,5,25
"6002302",25,2083.67584946905,1736.14088046148,2287.34065519221,2,23
"6002309",25,1949.11440517527,2011.15669184312,2287.34065519221,4,21
"6002316",23,1942.16486895344,1671.90177117657,2248.68783741607,2,21
"6002317",20,1970.43439069703,1602.62340346591,2185.35845629437,4,16
"6002318",13,1953.95001483419,1941.63816193921,2001.16379457045,4,9
"6002322",25,1968.99613222467,1589.97705251022,2287.34065519221,4,21
"6002324",18,2002.1458329597,1952.92994313468,2138.79896507223,1,17
"6002325",23,1796.49402905986,1284.26974370705,2248.68783741607,3,20
"6002330",27,1880.64406647535,1674.14311342642,2323.60649590586,4,23
"6002332",5,1486.83696297037,1330.24773518911,1646.12614877363,1,4
"6002333",22,2183.88700374092,1870.47854024198,2228.3491786518,4,18
"6002334",14,1631.23529306243,1174.94130787349,2031.70713799962,1,13
"6002337",17,1925.13656416816,1709.05417354648,2113.95669457394,3,14
"6002338",14,1783.66561708418,1597.89103393031,2031.70713799962,1,13
"6002339",19,1954.77168269881,1867.85498566993,2162.56636020013,3,16
"6002340",13,1990.67044781035,1819.33663440389,2001.16379457045,1,12
"6002341",27,1990.10126983209,1652.26730431719,2323.60649590586,5,22
"6002343",17,1897.91844396235,1313.37891496672,2113.95669457394,5,12
"6002344",14,1795.11164058225,1738.8437099252,2031.70713799962,0,14
"6002861",12,1835.52410799324,1749.73058857462,1968.69006049611,1,11
"6002862",8,1651.50590183165,1408.99993452548,1812.11073017574,1,7
"6002863",20,2059.78921541698,1614.26111689991,2185.35845629437,3,17
"6002864",11,1810.47536803259,1690.62194469737,1933.98659929558,0,11
"6002865",18,1866.88744429966,1772.95543372924,2138.79896507223,2,16
"6002866",22,1939.05356295581,1385.91566360454,2228.3491786518,2,20
"6002872",21,2061.21431905518,1784.43190171019,2207.26116887512,3,18
"6002875",18,2040.06822340987,1985.06270765062,2138.79896507223,2,16
"6002876",16,1822.59121218833,1537.07349001636,2087.92318348224,5,11
"6002877",18,1907.24920652652,1464.4648562264,2138.79896507223,4,14
"6002878",18,1968.05833781666,1534.55391689494,2138.79896507223,2,16
"6002879",22,2041.93469138442,1691.09875038338,2228.3491786518,5,17
"6002880",20,1917.30437226199,1672.86477483119,2185.35845629437,5,15
"6002881",14,1861.85668945918,1739.16448325348,2031.70713799962,2,12
"6002926",22,1772.20839559281,1571.98387708111,2228.3491786518,3,19
"6003293",70,2918.78717208163,2221.34971662912,2823.11677003184,19,51
"6003294",70,3181.68019870683,1798.78078207736,2823.11677003184,17,53
"6003295",84,2799.76773261228,1646.56008738429,2930.30814451558,25,59
"6003296",60,2893.36377696181,2614.06435892484,2735.5526890818,19,41
"6003297",75,2888.06481422048,2435.34942477972,2863.21031780169,22,53
"6003298",71,3060.52792516322,2836.98835192484,2831.31372136695,26,45
"6003299",64,3249.13551973269,2991.64479555982,2771.87783482774,21,43
"6003300",78,2581.8380128206,2171.33481489676,2886.25582696583,22,56
"6003301",72,3111.42396472102,2474.32328115752,2839.4193288992,18,54
"6003302",62,2539.76997415888,2018.7125007681,2753.94837323248,18,44
"6003303",56,2907.9457421116,3206.61349471946,2697.24673169728,16,40
"6003304",64,2904.44738577421,2192.49215329547,2771.87783482774,16,48
"62003087",41,3162.65964659282,3226.88024159333,2530.72175773865,14,27
"62003088",55,3398.62278128121,4324.26786214297,2687.33120998132,18,37
"62003089",61,3340.71366147487,3486.26619514622,2744.81051624266,20,41
"62003090",58,3047.36713602901,3027.80320155879,2716.66249357165,22,36
"62003091",42,2399.42768527461,2172.87725416358,2543.21752514954,9,33
"62003092",52,3146.47521026412,2583.95094582482,2656.6981055205,22,30
"62003093",63,3298.10018881915,2950.75789297064,2762.96971264875,22,41
"62003094",49,3302.07800021586,3607.69415778525,2624.62502504328,17,32
"62003095",66,3142.98667248394,3895.91359173191,2789.3669207067,22,44
"62003096",50,3264.39560947592,3680.10059262321,2635.48551585152,17,33
"62003097",74,3138.5894533598,2874.73689188463,2855.36548874306,22,52
"62003098",55,3314.44967786566,3349.84271553903,2687.33120998132,21,34
"62003099",49,2739.13653448956,2788.34844183921,2624.62502504328,18,31
"62003100",52,2418.30014910322,1839.31863300448,2656.6981055205,14,38
"62003101",76,3272.51914287636,3186.15623274615,2870.97236507783,22,54
"62003102",71,3791.77566800573,3584.75029653546,2831.31372136695,24,47
"62003103",73,3464.91448429906,2775.42955778262,2847.4358582506,25,48
"62003104",69,3407.373999001,2713.38456302354,2814.82611826518,26,43
"62003105",55,3062.8909448369,2960.70493132661,2687.33120998132,16,39
"62003106",68,3507.6944587954,3855.46019560551,2806.43931339586,21,47
"62003107",94,3863.85999956917,3036.70169444069,2998.45695239283,33,61
"62003108",69,3777.13886470376,2998.68779286607,2814.82611826518,28,41
"62003109",67,3418.21544966122,3920.71117426767,2797.95380131742,20,47
"62003110",64,3128.54424564261,3238.16072591215,2771.87783482774,20,44
"62003111",78,3499.68186971742,3885.90135004634,2886.25582696583,24,54
"62003112",67,3925.12180377677,3228.63930366719,2797.95380131742,25,42
"62003113",64,3421.93376971864,3834.11632805368,2771.87783482774,21,43
"62003114",87,3515.41121148105,3795.73956405226,2951.40156710974,31,56
"62003115",75,3625.94567055407,3410.25210860659,2863.21031780169,30,45
"62003116",63,2577.99030932869,2255.21088221019,2762.96971264875,27,36
"62003117",77,3022.22353107277,2853.69927200905,2878.65357631343,26,51
"62003118",78,2875.59630547123,2003.30462245562,2886.25582696583,24,54
"62003119",86,2892.79417978097,2290.09975237569,2944.43562859908,29,57
"62003120",87,2482.98148532328,1436.20672910314,2951.40156710974,27,60
"62003121",92,2894.31072389609,2475.58724552738,2985.30521778333,29,63
"62003122",107,2770.39566965428,1630.08261977249,3078.90571391637,29,78
"62003123",78,3067.03170897387,2075.35132380389,2886.25582696583,24,54
"62003713",52,3231.897034063,3700.53819637403,2656.6981055205,14,38
"62003714",68,3413.31761823897,3950.85367477898,2806.43931339586,28,40
"62003715",49,3093.18723285609,3768.31603081379,2624.62502504328,20,29
"62003716",51,3378.91200933241,3379.33965599638,2646.17454577679,17,34
"62003717",67,3597.49050901521,3268.23380229465,2797.95380131742,22,45
"62003718",62,2970.79077239399,2450.07612971123,2753.94837323248,22,40
"62003719",51,3426.54234327512,4143.92427405587,2646.17454577679,13,38
"62003720",66,3746.73272694453,4504.57006554185,2789.3669207067,25,41
"62003721",72,3700.64803880276,3282.6452130872,2839.4193288992,30,42
"62003722",83,3559.47967250204,3262.86675664723,2923.1438046077,27,56
"62003723",77,3537.64420129082,3784.15351746043,2878.65357631343,27,50
"62003724",89,3414.56275453569,3305.17976032726,2965.14449011489,28,61
"62003725",60,3035.23577605767,2488.88440114977,2735.5526890818,19,41
"62003726",71,3315.13527169727,3472.11812599105,2831.31372136695,23,48
"62003727",39,2723.50896024832,3473.22413855433,2504.98447234734,14,25
"62003728",60,3281.75965987126,3040.53397027347,2735.5526890818,22,38
"62003729",70,3922.59764225662,4150.53562653348,2823.11677003184,23,47
"62003730",76,3627.61681564261,4211.30626884789,2870.97236507783,31,45
"62003731",85,3419.11015166899,2875.46664135844,2937.40494579778,26,59
"62003732",66,3680.93325822343,3118.39258138611,2789.3669207067,29,37
"62003733",68,3379.38014761508,2958.32696947172,2806.43931339586,29,39
"62003737",70,2821.24615578344,2949.55742848409,2823.11677003184,17,53
"64003158",15,1637.96682806838,1132.77322736606,2060.56118614118,2,13
"64003159",13,1646.09245133077,1422.73305833113,2001.16379457045,1,12
"64003161",16,1680.71558337867,1176.42736420931,2087.92318348224,4,12
"64003162",12,1648.52752961007,1305.68778831321,1968.69006049611,1,11
"64003163",9,1583.30795742301,1169.14839219777,1856.26587460569,2,7
"64003164",14,1689.23204501024,1161.98454180918,2031.70713799962,5,9
"64003165",9,1602.8791847333,1365.49113461395,1856.26587460569,0,9
"64003734",9,1646.32613486643,1388.84048782069,1856.26587460569,2,7
"64003935",11,1604.62524452931,1402.17275028459,1933.98659929558,0,11
"676003239",56,2983.73759118757,3117.48954295305,2697.24673169728,24,32
"676003240",55,3188.81932661707,3491.61403462968,2687.33120998132,25,30
"676003241",40,2815.55021796223,2991.72794288365,2517.98110851286,16,24
"676003242",48,3158.97022423315,3396.26277608317,2613.58673801098,23,25
"676003243",71,3470.02663146456,3431.9970954159,2831.31372136695,31,40
"676003244",60,3085.75926464176,2943.8870902961,2735.5526890818,27,33
"676003245",59,2944.25699000377,2529.61311078314,2726.17127719361,25,34
"676003247",56,2850.90643556081,3076.06755709709,2697.24673169728,30,26
"676003248",46,3216.7636683262,3207.00169298646,2590.94954296761,22,24
"676003249",43,2824.34089459172,2966.61537447234,2555.47878346624,15,28
"676003250",63,3361.65191275439,3341.226533419,2762.96971264875,27,36
"676003251",53,3165.9761115819,3708.03150744985,2667.061866114,23,30
"676003252",65,3341.45446953053,3435.08630697251,2780.67589681985,29,36
"676003741",40,3069.1878995653,3342.84045185282,2517.98110851286,19,21
"676003742",45,2985.25553479501,2873.3202369972,2579.33597919865,23,22
"682002937",58,3431.01511712019,3339.96684679046,2716.66249357165,17,41
"682002938",46,2929.100365396,2802.50013731851,2590.94954296761,15,31
"682002939",40,2374.68252642176,1948.42010997495,2517.98110851286,7,33
"682002940",57,2989.72558095157,3266.0166556202,2707.02236739438,15,42
"683003147",44,2899.3406969222,3376.85345297668,2567.51523707907,20,24
"683003148",43,2902.42428008852,3231.25401699899,2555.47878346624,16,27
