"max_length","trophic_level","thermal_mp_5min_95max","thermal_95thmax","trophic_group","water_column","diel_activity","habitat","sp_name"
13,3.97852959499222,24.7697,28.06975,"higher carnivore","benthic","day","coral","Pseudanthias taeniatus"
12,3.6,27.918,31.5975,"planktivore","pelagic site attached","day","coral","Pseudanthias tuka"
60,3.4,26.7145,31.382,"benthic invertivore","demersal","day","coral","Pseudobalistes flavimarginatus"
55,3.5,23.904,31.546,"benthic invertivore","demersal","day","coral","Pseudobalistes fuscus"
100,3.4,27.2566,31.1192,"benthic invertivore","demersal","day","sand","Pseudobalistes naufragium"
13,4.2,15.8844,26.5924,"higher carnivore","benthic","day","rock","Pseudoblennius cottoides"
85,3.997959184,23.2705,25.975,"benthic invertivore","pelagic non-site attached","day","water column","Pseudocaranx dentex"
55,3.5,19.7028,25.3196,"benthic invertivore","pelagic non-site attached","day","water column","Pseudocaranx georgianus"
70,3.4,20.1571,23.779,"benthic invertivore","pelagic non-site attached","day","water column","Pseudocaranx wrighti"
6.5,3.3002313823057,30.193,30.793,"benthic invertivore","benthic","day","coral","Pseudocheilinops ataenia"
8,3.5,26.8845,31.087,"benthic invertivore","demersal","day","coral","Pseudocheilinus evanidus"
10,3.2,25.2075,31.284,"benthic invertivore","demersal","day","coral","Pseudocheilinus hexataenia"
11,3.48030509712814,28.505,29.725,"benthic invertivore","benthic","day","coral","Pseudocheilinus ocellatus"
14,3.4,27.0339,30.84715,"benthic invertivore","demersal","day","coral","Pseudocheilinus octotaenia"
7.5,3.2,26.33675,29.7025,"benthic invertivore","demersal","day","coral","Pseudocheilinus tetrataenia"
6.5,3.26728175792853,29.434,30.5815,"benthic invertivore","benthic","day","coral","Pseudochromis ammeri"
12,3.7,28.9375,31.284,"benthic invertivore","benthic","night","coral","Pseudochromis bitaeniatus"
8.642857143,3.557142857,25.9725,31.17,"benthic invertivore","demersal","night","coral","Pseudochromis cyanotaenia"
7,3.23466207861743,29.7722,30.3554,"benthic invertivore","benthic","day","coral","Pseudochromis elongatus"
7.2,3.5,26.1335,30.2954,"benthic invertivore","benthic","night","coral","Pseudochromis flavivertex"
6.3,3.5,25.9353,30.8256,"benthic invertivore","benthic","night","coral","Pseudochromis fridmani"
10,3.6,26.3245,31.224,"benthic invertivore","benthic","night","coral","Pseudochromis fuscus"
8,3.5,25.74835,31.6967,"benthic invertivore","benthic","night","coral","Pseudochromis marshallensis"
9,3.6,26.7215,30.79725,"benthic invertivore","benthic","night","coral","Pseudochromis olivaceus"
5.5,3.30362632413986,24.786,28.104,"benthic invertivore","benthic","day","coral","Pseudochromis springeri"
8,3.5,26.713825,32.56465,"benthic invertivore","benthic","night","coral","Pseudochromis wilsoni"
20,3.4,27.851,29.7125,"benthic invertivore","demersal","day","coral","Pseudocoris aurantiofasciata"
15,3.43928858598286,29.963,30.437,"benthic invertivore","benthic","day","coral","Pseudocoris bleekeri"
16,3.4,24.101125,30.53425,"benthic invertivore","demersal","day","coral","Pseudocoris yamashiroi"
30,2.8,24.8735,31.284,"benthic invertivore","demersal","day","coral","Pseudodax moluccanus"
13,3.4,25.6793,28.35,"benthic invertivore","demersal","day","coral","Pseudojuloides atavai"
12.3,3.3,26.469,29.444,"benthic invertivore","demersal","day","coral","Pseudojuloides cerasinus"
14,3.4,20.482,24.794,"benthic invertivore","demersal","day","coral","Pseudojuloides elongatus"
25,3.5,19.8374,23.178,"benthic invertivore","demersal","day","rock","Pseudolabrus biserialis"
13.5,3.4,23.2705,25.975,"benthic invertivore","demersal","day","coral","Pseudolabrus fuentesi"
18,3.5,21.898,28.414,"benthic invertivore","demersal","day","rock","Pseudolabrus guentheri"
25,3.5,20.274,25.27,"benthic invertivore","demersal","day","coral","Pseudolabrus luculentus"
27.2,3.6,16.7505,21.512,"benthic invertivore","demersal","day","rock","Pseudolabrus miles"
28,3.6,15.44735,20.614,"benthic invertivore","demersal","day","rock","Pseudolabrus rubicundus"
22.2,3.5,23.2705,25.975,"benthic invertivore","demersal","day","coral","Pseudolabrus semifasciatus"
27,3.1,23.182,31.136,"benthic invertivore","demersal","day","rock","Pseudolabrus sieboldi"
120,3.9,14.624,19.031,"higher carnivore","demersal","day","rock","Pseudopercis semifasciata"
90,4.5,15.3975,21.1925,"higher carnivore","demersal","night","rock","Pseudophycis bachus"
63,3.5,14.922475,19.6473,"benthic invertivore","demersal","night","rock","Pseudophycis barbata"
30,3.3,23.05775,29.73175,"benthic invertivore","demersal","day","sand","Pseudupeneus grandisquamis"
30,3.5,26.90115,30.5903,"benthic invertivore","demersal","day","sand","Pseudupeneus maculatus"
17,3.6,22.1022,28.9764,"benthic invertivore","demersal","day","rock","Pteragogus aurigarius"
9.5,3.5,27.73455,31.2673,"benthic invertivore","demersal","day","coral","Pteragogus cryptus"
15,3.5,23.567025,30.96405,"benthic invertivore","demersal","day","coral","Pteragogus enneacanthus"
20,3.5,25.7725,31.19,"benthic invertivore","demersal","day","rock","Pteragogus flagellifer"
12.5,3.4,28.743,29.982,"planktivore","demersal","day","sand","Ptereleotris calliura"
14,3,25.1775,31.224,"planktivore","demersal","day","sand","Ptereleotris evides"
12,3.4,23.413325,31.55565,"planktivore","demersal","day","sand","Ptereleotris hanae"
14,3.4,27.81055,31.4161,"planktivore","demersal","day","sand","Ptereleotris heteroptera"
13,3.4,24.4155,30.956,"planktivore","demersal","day","sand","Ptereleotris microlepis"
12,3.4,22.4345,29.5869,"planktivore","demersal","day","sand","Ptereleotris monoptera"
12,3.4,24.602575,30.083,"planktivore","demersal","day","sand","Ptereleotris zebra"
21,3.4,25.179525,30.38425,"planktivore","pelagic site attached","day","coral","Pterocaesio chrysozona"
30,3.4,25.6689,31.2168,"planktivore","pelagic site attached","day","coral","Pterocaesio digramma"
35,3.4,27.1038,31.4302,"planktivore","pelagic site attached","day","coral","Pterocaesio marri"
21,3.4,29.013,31.435,"planktivore","pelagic site attached","day","coral","Pterocaesio pisang"
25,3.4,29.15545,30.5285,"planktivore","pelagic site attached","day","coral","Pterocaesio randalli"
25,3.4,30.06165,31.3773,"planktivore","pelagic site attached","day","coral","Pterocaesio tessellata"
30,3.3,27.3565,31.284,"planktivore","pelagic site attached","day","coral","Pterocaesio tile"
20,3.4,27.1605,31.26,"planktivore","pelagic site attached","day","coral","Pterocaesio trilineata"
9,3,15.8505,26.6,"benthic invertivore","benthic","day","sand","Pterogobius zacalles"
45,3.7,17.12,19.301,"benthic invertivore","demersal","day","rock","Pterogymnus laniarius"
20,3.6,27.0293,31.7032,"higher carnivore","demersal","day","coral","Pterois antennata"
35,3.7,26.884,32.723,"higher carnivore","benthic","day","coral","Pterois miles"
24,3.6,26.11855,30.8055,"higher carnivore","demersal","day","coral","Pterois radiata"
38,4.5,24.8525,31.257,"higher carnivore","demersal","day","coral","Pterois volitans"
25,2.7,27.2745,31.435,"benthic invertivore","demersal","day","coral","Pygoplites diacanthus"
200,4,23.90325,30.518,"higher carnivore","pelagic site attached","day","coral","Rachycentron canadum"
35,3.2,27.2618,30.704,"higher carnivore","pelagic non-site attached","day","water column","Rastrelliger kanagurta"
86.4,3.1,23.544,30.778,"benthic invertivore","pelagic non-site attached","day","water column","Remora remora"
28,3.4,20.911425,25.455,"benthic invertivore","benthic","day","sand","Repomucenus calcaratus"
6,3.533550772,23.4475,30.725,"benthic invertivore","pelagic site attached","night","coral","Verulux cypselurus"
6,3.3,24.28735,31.224,"benthic invertivore","pelagic site attached","night","coral","Rhabdamia gracilis"
40,2.6,19.8305,23.5525,"omnivore","demersal","day","sand","Rhabdosargus holubi"
80,3.4,21.0765,26.882,"benthic invertivore","demersal","day","sand","Rhabdosargus sarba"
47,3.4,17.2455,22.136,"benthic invertivore","pelagic site attached","day","rock","Rhacochilus toxotes"
44.2,3.7,9.58215,19.586,"benthic invertivore","pelagic site attached","day","rock","Rhacochilus vacca"
30,3.3,26.583775,30.81685,"benthic invertivore","demersal","day","sand","Rhinecanthus aculeatus"
30,3.5,26.89275,32.7405,"benthic invertivore","demersal","day","sand","Rhinecanthus assasi"
28,3.3,26.55425,29.6328,"benthic invertivore","demersal","day","sand","Rhinecanthus lunula"
30,3.1,26.78975,30.699,"benthic invertivore","demersal","day","sand","Rhinecanthus rectangulus"
23,3.3,25.19205,31.94975,"benthic invertivore","demersal","day","sand","Rhinecanthus verrucosus"
47,3.182352941,26.908,30.91,"benthic invertivore","demersal","day","coral","Lactophrys triqueter"
15,3.4,11.238,22.136,"benthic invertivore","benthic","day","sand","Rhinogobiops nicholsii"
130,4.5,29.1225,32.821,"higher carnivore","benthic","night","coral","Rhinomuraena quaesita"
23,4.2,16.74275,21.3385,"higher carnivore","benthic","day","rock","Rhycherus filamentosus"
30,3.182352941,26.643375,31.86375,"benthic invertivore","demersal","day","coral","Rhynchostracion nasus"
9,3.3,17.726,21.512,"benthic invertivore","benthic","day","rock","Ruanoho whero"
28,4,25.4015,30.354,"higher carnivore","demersal","day","coral","Rypticus bicolor"
20.3,3.9,26.810275,29.847,"higher carnivore","demersal","day","coral","Rypticus nigripinnis"
35,4.1,26.8492,30.6004,"higher carnivore","demersal","day","coral","Rypticus saponaceus"
9,2,25.6125,31.07,"browsing herbivore","benthic","day","coral","Salarias alboguttatus"
15,2,26.52495,29.43,"browsing herbivore","benthic","day","coral","Salarias ceramensis"
14,2,25.595,31.307,"browsing herbivore","benthic","day","coral","Salarias fasciatus"
10,2.21835059438127,27.0829,30.05865,"browsing herbivore","benthic","day","coral","Salarias guttatus"
11,2,30.1392,31.4634,"browsing herbivore","benthic","day","coral","Salarias segmentatus"
150,4.4,10.473,21.33,"higher carnivore","pelagic site attached","day","rock","Salmo salar"
180,4.5,19.92075,24.56,"higher carnivore","pelagic non-site attached","day","water column","Sarda australis"
102,4.2,25.039475,30.2784,"higher carnivore","pelagic non-site attached","day","water column","Sarda orientalis"
91.4,4.5,20.229475,26.3044,"higher carnivore","pelagic non-site attached","day","water column","Sarda sarda"
27.5,3.1,19.639825,26.35465,"planktivore","pelagic non-site attached","day","water column","Sardina pilchardus"
31,3.4,20.1268,28.2562,"planktivore","pelagic non-site attached","day","water column","Sardinella aurita"
25,3.3,18.851275,23.747,"planktivore","pelagic non-site attached","day","water column","Sardinops sagax"
25,3.9,27.339,31.224,"benthic invertivore","demersal","night","coral","Sargocentron caudimaculatum"
27,3.6,24.04865,31.3063,"benthic invertivore","demersal","night","coral","Sargocentron cornutum"
17,3.4,26.94245,32.821,"benthic invertivore","demersal","night","coral","Sargocentron diadema"
16.6,3.5,23.2705,25.975,"benthic invertivore","demersal","night","coral","Sargocentron hormion"
20,3.6,24.916525,29.598,"benthic invertivore","demersal","night","coral","Sargocentron ittodai"
25,4,28.2535,33.011,"benthic invertivore","demersal","night","coral","Sargocentron melanospilos"
20,3.6,26.82255,30.3939,"benthic invertivore","demersal","night","coral","Sargocentron microstoma"
32,3.5,24.151325,31.694,"benthic invertivore","demersal","night","coral","Sargocentron rubrum"
51,3.5,27.10205,31.15,"benthic invertivore","demersal","night","coral","Sargocentron spiniferum"
25.4,3.5,27.83475,30.2225,"benthic invertivore","demersal","night","coral","Sargocentron suborbitale"
33,3.5,26.821525,30.09575,"benthic invertivore","demersal","night","coral","Sargocentron tiere"
17,3.6,27.568625,30.5973,"benthic invertivore","demersal","night","coral","Sargocentron tiereoides"
18,3.5,27.253175,30.35135,"benthic invertivore","demersal","night","coral","Sargocentron vexillarium"
45,3.6,28.06315,31.1545,"benthic invertivore","demersal","night","coral","Sargocentron violaceum"
51,2,19.36045,26.7076,"browsing herbivore","demersal","day","rock","Sarpa salpa"
32,4.2,25.15455,31.1781,"higher carnivore","benthic","day","sand","Saurida gracilis"
16.5,4.2,27.18925,31.1389,"higher carnivore","benthic","day","sand","Saurida nebulosa"
20,4,28.556,32.167,"benthic invertivore","demersal","day","rock","Scaevius milii"
60,2,24.501,29.871,"scraping herbivore","demersal","day","coral","Scarus altipinnis"
31,2,24.8735,30.616,"scraping herbivore","demersal","day","coral","Scarus chameleon"
77,2,26.8569,31.266,"scraping herbivore","demersal","day","coral","Scarus coelestinus"
120,2,26.7879,30.7714,"scraping herbivore","demersal","day","coral","Scarus coeruleus"
68,2,26.141,31.518,"scraping herbivore","demersal","day","coral","Scarus compressus"
40,2,27.6119,31.535,"scraping herbivore","demersal","day","coral","Scarus dimidiatus"
60,2,28.271,30.572,"scraping herbivore","demersal","day","coral","Scarus falcipinnis"
41,2,25.9275,30.81,"scraping herbivore","demersal","day","coral","Scarus ferrugineus"
45,2,27.6574,30.06215,"scraping herbivore","demersal","day","coral","Scarus festivus"
40,2,26.8549,31.39065,"scraping herbivore","demersal","day","coral","Scarus flavipectoralis"
55,2,26.391,31.495,"scraping herbivore","demersal","day","coral","Scarus forsteni"
47,2,24.9705,30.81,"scraping herbivore","demersal","day","coral","Scarus frenatus"
38,2.1,26.462,30.2,"scraping herbivore","demersal","day","coral","Scarus fuscopurpureus"
90,2,24.8533,31.2301,"scraping herbivore","demersal","day","coral","Scarus ghobban"
27,2,24.8675,30.604,"scraping herbivore","demersal","day","coral","Scarus globiceps"
120,2,26.908,30.91,"scraping herbivore","demersal","day","coral","Scarus guacamaia"
31,2.46303026658795,28.2146432331873,30.1789734830861,"browsing herbivore","benthic","day","coral","Scarus hypselopterus"
35,2,26.657,31.063,"scraping herbivore","demersal","day","coral","Scarus iseri"
31,2.1,28.2207,29.0654,"scraping herbivore","demersal","day","coral","Scarus koputea"
40,2,26.168375,29.39975,"scraping herbivore","demersal","day","coral","Scarus longipinnis"
40,2,26.932,31.224,"scraping herbivore","demersal","day","coral","Scarus niger"
35,2,26.76,31.191,"scraping herbivore","demersal","day","coral","Scarus oviceps"
76,2,25.9835,31.518,"scraping herbivore","demersal","day","coral","Scarus perrico"
70,2,26.3245,31.224,"scraping herbivore","demersal","day","coral","Scarus prasiognathos"
30,2,25.153125,31.17525,"scraping herbivore","demersal","day","coral","Scarus psittacus"
40,2,28.6163,32.7168,"scraping herbivore","demersal","day","coral","Scarus quoyi"
40,2,25.1283,31.1256,"scraping herbivore","demersal","day","coral","Scarus rivulatus"
70,2,26.9205,30.91,"scraping herbivore","demersal","day","coral","Scarus rubroviolaceus"
51,2,29.090375,32.31075,"scraping herbivore","demersal","day","coral","Scarus russelii"
37,2,29.5374,30.843,"scraping herbivore","demersal","day","coral","Scarus scaber"
40,2,25.402,30.921,"scraping herbivore","demersal","day","coral","Scarus schlegeli"
30,2,27.510675,31.263,"scraping herbivore","demersal","day","coral","Scarus spinus"
35,2,26.862,30.577,"scraping herbivore","demersal","day","coral","Scarus taeniopterus"
26.6,2,28.9201,32.3972,"scraping herbivore","demersal","day","coral","Scarus tricolor"
35.5,2,26.3615,28.113,"scraping herbivore","demersal","day","coral","Scarus trispinosus"
61,2,26.5265,30.802,"scraping herbivore","demersal","day","coral","Scarus vetula"
45,2,29.668975,31.3446,"scraping herbivore","demersal","day","coral","Scarus viridifucatus"
52,2.52607479688405,28.0203128870784,30.5346519268136,"browsing herbivore","benthic","day","coral","Scarus xanthopleura"
33.2,2,26.3445,28.079,"scraping herbivore","demersal","day","coral","Scarus zelindae"
20,3.4,20.2575,25.244,"planktivore","demersal","day","rock","Schuettea scalaripinnis"
24,3.4,20.250625,23.289,"planktivore","demersal","day","rock","Schuettea woodwardi"
70,3.7,20.1152,27.7484,"higher carnivore","benthic","night","rock","Sciaena umbra"
30,2.8,17.4409,23.3198,"browsing herbivore","demersal","day","sand","Scobinichthys granulatus"
63,4.5,15.36915,19.66635,"higher carnivore","benthic","night","rock","Scolecenchelys breviceps"
24,3.3,26.771075,31.2972,"benthic invertivore","demersal","day","coral","Scolopsis affinis"
24,3.4,29.7385,30.492,"benthic invertivore","demersal","day","coral","Scolopsis aurata"
23,3.6,26.3245,31.224,"benthic invertivore","demersal","day","coral","Scolopsis bilineata"
19,3.7,29.0019,31.3846,"benthic invertivore","demersal","day","coral","Scolopsis ciliata"
26,3.3,29.227,33.011,"benthic invertivore","demersal","day","coral","Scolopsis frenata"
30,3.6,27.5829,32.821,"benthic invertivore","demersal","day","coral","Scolopsis ghanam"
23,3.2,25.9074,31.3142,"benthic invertivore","demersal","day","coral","Scolopsis lineata"
28,3.536842105,27.3366,31.222,"benthic invertivore","demersal","day","coral","Scolopsis margaritifera"
31,3.5,25.7975,31.684,"benthic invertivore","demersal","day","coral","Scolopsis monogramma"
28,2.44809145238997,30.5165,31.176,"browsing herbivore","benthic","day","coral","Scolopsis temporalis"
20,3.4,27.80235,31.2237,"benthic invertivore","demersal","day","coral","Scolopsis trilineata"
25,3.5,29.9235,31.222,"benthic invertivore","demersal","day","coral","Scolopsis vosmeri"
21,3.4,27.4592,31.419,"benthic invertivore","demersal","day","coral","Scolopsis xenochrous"
50,4.2,20.936025,28.11455,"higher carnivore","pelagic non-site attached","day","water column","Scomber australasicus"
55,3.9,21.7085,24.126,"higher carnivore","pelagic non-site attached","day","water column","Scomber colias"
120,4.3,26.86835,31.382,"higher carnivore","pelagic non-site attached","day","water column","Scomberoides commersonnianus"
110,4.5,25.478,31.3958,"higher carnivore","pelagic non-site attached","day","water column","Scomberoides lysan"
110,4.5,23.755,30.288,"higher carnivore","pelagic non-site attached","day","water column","Scomberoides tol"
240,4.5,26.85375,31.3209,"higher carnivore","pelagic non-site attached","day","water column","Scomberomorus commerson"
91,4.5,18.417,30.09495,"higher carnivore","pelagic non-site attached","day","water column","Scomberomorus maculatus"
147.6,4.26,25.2185,30.518,"higher carnivore","pelagic non-site attached","day","water column","Scomberomorus queenslandicus"
183,4.5,26.54765,30.8443,"higher carnivore","pelagic non-site attached","day","water column","Scomberomorus regalis"
99,4.5,25.7934,30.8228,"higher carnivore","pelagic non-site attached","day","water column","Scomberomorus sierra"
150,4.5,22.7465,29.621,"higher carnivore","pelagic site attached","day","rock","Scombrops boops"
14,3.5,21.74575,24.705,"benthic invertivore","benthic","day","rock","Scorpaena canariensis"
40,3.5,20.133175,25.531,"benthic invertivore","benthic","day","rock","Scorpaena cardinalis"
43,3.8,17.7401,22.136,"benthic invertivore","benthic","day","rock","Scorpaena guttata"
26,3.7,28.1993,30.2388,"benthic invertivore","benthic","day","coral","Scorpaena histrio"
40,3.7,20.06425,24.56,"benthic invertivore","benthic","day","rock","Scorpaena jacksoniensis"
14,4.1,21.257,24.705,"benthic invertivore","benthic","day","rock","Scorpaena maderensis"
45.7,3.8,23.37175,30.7165,"benthic invertivore","benthic","day","coral","Scorpaena mystes"
24,3.5,20.366525,29.53605,"higher carnivore","benthic","day","rock","Scorpaena notata"
36,4,16.5542,22.855,"benthic invertivore","benthic","day","rock","Scorpaena papillosa"
45,3.8,25.722,31.063,"higher carnivore","benthic","day","coral","Scorpaena plumieri"
37,3.9,19.12325,26.6735,"higher carnivore","benthic","day","rock","Scorpaena porcus"
50,4.3,20.098075,30.3458,"higher carnivore","benthic","day","rock","Scorpaena scrofa"
40,3.8,19.38045,22.784,"benthic invertivore","benthic","day","rock","Scorpaena sumptuosa"
99,3.6,10.5932,20.3904,"benthic invertivore","benthic","day","rock","Scorpaenichthys marmoratus"
11,4.2,23.8991,30.56195,"higher carnivore","benthic","day","rock","Scorpaenodes evides"
12.5,3.777391304,26.7325,30.64,"higher carnivore","benthic","day","coral","Scorpaenodes parvipinnis"
12,3.6,24.2638,30.9056,"benthic invertivore","benthic","day","coral","Scorpaenodes scaber"
23.1,4,23.886025,32.712,"higher carnivore","benthic","day","coral","Scorpaenopsis cirrosa"
30,4.2,25.3093,30.8326,"higher carnivore","benthic","day","coral","Scorpaenopsis diabolus"
19,4.1,23.17585,31.0592,"higher carnivore","benthic","day","rock","Scorpaenopsis neglecta"
36,3.9,26.4554,30.536,"higher carnivore","benthic","day","coral","Scorpaenopsis oxycephala"
25,4.2,25.47015,30.36355,"higher carnivore","benthic","day","coral","Scorpaenopsis papuensis"
19.4,4.2,28.271,30.572,"higher carnivore","benthic","day","coral","Scorpaenopsis possi"
56,3.3,17.1525,22.743,"planktivore","pelagic site attached","day","rock","Scorpis aequipinnis"
46,3,19.716,23.311,"planktivore","pelagic site attached","day","rock","Scorpis georgiana"
37,3.3,19.098,25.219,"planktivore","pelagic site attached","day","rock","Scorpis lineolata"
34.5,3.3,19.526,24.772,"planktivore","pelagic site attached","day","rock","Scorpis violacea"
10,3.8,26.167575,30.7629,"benthic invertivore","benthic","day","coral","Sebastapistes cyanostigma"
6,3.6,24.6595,29.519,"benthic invertivore","benthic","day","coral","Sebastapistes strongia"
42,3.4,17.1019,22.136,"benthic invertivore","demersal","day","rock","Sebastes atrovirens"
56,4,10.693225,21.72955,"higher carnivore","demersal","day","rock","Sebastes auriculatus"
39,3.6,16.476,20.096,"higher carnivore","demersal","day","rock","Sebastes carnatus"
58,4.1,8.551525,18.28105,"higher carnivore","demersal","day","rock","Sebastes caurinus"
39,3.5,16.188125,21.397,"higher carnivore","demersal","day","rock","Sebastes chrysomelas"
66,4.1,13.9739,16.239,"higher carnivore","demersal","day","rock","Sebastes flavidus"
35,3.1,16.088375,27.07575,"benthic invertivore","demersal","day","rock","Sebastes inermis"
61,3.8,11.3785,17.49,"higher carnivore","demersal","day","rock","Sebastes maliger"
61,2.8,15.99555,19.586,"higher carnivore","demersal","day","rock","Sebastes mystinus"
40,3.6,13.5765,19.031,"higher carnivore","demersal","day","rock","Sebastes oculatus"
91,3.5,17.17875,21.5015,"higher carnivore","pelagic site attached","day","rock","Sebastes paucispinis"
56,3.9,16.5535,19.586,"higher carnivore","demersal","day","rock","Sebastes rastrelliger"
57.6878591616025,3.98580104036481,18.4805,22.136,"higher carnivore","benthic","day","rock","Sebastes rosaceus"
61,3.9,16.989375,21.4985,"higher carnivore","demersal","day","rock","Sebastes serranoides"
41,3.6,17.496,22.136,"higher carnivore","demersal","day","rock","Sebastes serriceps"
25,3.5,21.514,27.8,"benthic invertivore","demersal","night","rock","Sebastiscus albofasciatus"
30,3.6,23.182,31.136,"benthic invertivore","demersal","night","rock","Sebastiscus marmoratus"
59,3.5,27.9457,30.2,"benthic invertivore","pelagic site attached","day","coral","Kyphosus ocyurus"
25,3.5,29.90635,31.12895,"planktivore","pelagic non-site attached","day","water column","Selar boops"
30,4.1,24.9258,32.6296,"higher carnivore","pelagic non-site attached","day","water column","Selar crumenophthalmus"
22,3.5,25.35425,30.5495,"planktivore","pelagic non-site attached","day","water column","Selaroides leptolepis"
70,3.8,22.9135,25.682,"benthic invertivore","demersal","day","coral","Semicossyphus darwini"
91,3.6,21.055,29.254,"benthic invertivore","demersal","day","rock","Semicossyphus pulcher"
190,4.5,20.00355,29.63145,"higher carnivore","pelagic non-site attached","day","water column","Seriola dumerili"
150,4.4,20.18645,24.5139,"higher carnivore","pelagic non-site attached","day","water column","Seriola hippos"
250,4.1,20.6226,26.2045,"higher carnivore","pelagic non-site attached","day","water column","Seriola lalandi"
160,4.5,24.2185,29.9922,"higher carnivore","pelagic non-site attached","day","water column","Seriola rivoliana"
76,3.3,15.6119,19.83625,"planktivore","pelagic non-site attached","day","water column","Seriolella brama"
13,3.4,27.055175,29.866,"benthic invertivore","demersal","day","coral","Serranocirrhitus latus"
43.2,4.3,21.731,24.585,"higher carnivore","demersal","day","rock","Serranus atricauda"
19,3.6,14.35,18.28,"benthic invertivore","demersal","day","rock","Dules auriga"
12,4.1,27.4935,30.377,"benthic invertivore","demersal","day","coral","Serranus baldwini"
40,3.4,18.5841,25.5952,"benthic invertivore","demersal","day","rock","Serranus cabrilla"
7.5,3.4,26.396,28.113,"benthic invertivore","demersal","day","coral","Serranus flaviventris"
18,3.6,25.482,30.2,"benthic invertivore","demersal","day","sand","Serranus psittacinus"
36,3.8,19.0967,28.3144,"benthic invertivore","demersal","day","rock","Serranus scriba"
22,4.2,27.8789,30.8166,"higher carnivore","demersal","day","sand","Serranus tabacarius"
25.18888889,3.884353741,28.233,29.75,"benthic invertivore","demersal","day","sand","Serranus tico"
29,3.7,26.862,30.577,"benthic invertivore","demersal","day","coral","Serranus tigrinus"
8,3.21201525963393,27.5684533868747,30.4464686880367,"planktivore","benthic","day","sand","Serranus tortugarum"
40,2,26.577,31.207,"browsing herbivore","demersal","day","coral","Siganus argenteus"
30,2.4540533362192,28.0358307527378,30.2066809449909,"browsing herbivore","benthic","day","coral","Siganus canaliculatus"
35,2,27.220175,30.96485,"browsing herbivore","demersal","day","coral","Siganus corallinus"
25,2,25.635,31.115,"browsing herbivore","demersal","day","coral","Siganus doliatus"
40,2.3,23.6605,31.151,"browsing herbivore","demersal","day","coral","Siganus fuscescens"
42,2.7,29.2174,31.312,"browsing herbivore","demersal","day","coral","Siganus guttatus"
53,2.4,26.88945,31.3741,"browsing herbivore","demersal","day","coral","Siganus javus"
43,2,26.8123,31.2106,"browsing herbivore","demersal","day","coral","Siganus lineatus"
30,2,23.403975,30.12995,"browsing herbivore","demersal","day","coral","Siganus luridus"
31,2.7,29.469,30.332,"browsing herbivore","demersal","day","coral","Siganus puelloides"
38,3,27.3782,31.17355,"browsing herbivore","demersal","day","coral","Siganus puellus"
35,2,27.35775,30.793,"browsing herbivore","demersal","day","coral","Siganus punctatissimus"
40,2.8,26.8753,31.3448,"browsing herbivore","demersal","day","coral","Siganus punctatus"
27,2.60746801459666,22.8755,29.073,"browsing herbivore","benthic","day","coral","Siganus rivulatus"
28,2,26.99575,30.707,"browsing herbivore","demersal","day","coral","Siganus spinus"
40,2.7,26.44365,30.74925,"browsing herbivore","demersal","day","coral","Siganus stellatus"
25,2.2,26.46,31.495,"browsing herbivore","demersal","day","coral","Siganus trispilos"
45,2.50080924709789,30.023,30.475,"browsing herbivore","benthic","day","coral","Siganus vermiculatus"
30,2,26.7128,31.2856,"browsing herbivore","demersal","day","coral","Siganus virgatus"
25,2.7,27.4655,31.17,"browsing herbivore","demersal","day","coral","Siganus vulpinus"
10,3.5,27.329175,31.14435,"benthic invertivore","benthic","day","sand","Signigobius biocellatus"
72,3.3,17.0467,22.8224,"benthic invertivore","demersal","day","sand","Sillaginodes punctatus"
51,3.2,22.5345,29.687,"benthic invertivore","demersal","day","sand","Sillago ciliata"
42,3.2,18.81825,22.7865,"benthic invertivore","demersal","day","sand","Sillago schomburgkii"
6,3.4,17.1855,23.239,"benthic invertivore","pelagic site attached","night","sand","Siphamia cephalotes"
6.4,3.4,19.2585,23.027,"benthic invertivore","pelagic site attached","night","rock","Siphamia roseigaster"
6.4,3.4,22.7850520991818,28.6124917758097,"benthic invertivore","demersal","night","rock","Siphamia tubifer"
40,2.6,18.1475,21.44,"omnivore","demersal","day","rock","Siphonognathus argyrophanes"
14,2.7,17.722125,22.4626,"omnivore","demersal","day","rock","Siphonognathus attenuatus"
14,2.7,17.2585,22.745,"omnivore","demersal","day","rock","Siphonognathus beddomei"
10,2.7,18.0125,22.749,"omnivore","demersal","day","rock","Siphonognathus caninis"
18,2.7,18.15155,23.1129,"omnivore","demersal","day","rock","Siphonognathus radiatus"
39,2,24.56315,30.0863,"scraping herbivore","demersal","day","coral","Sparisoma amplum"
25,2,26.8447,30.0902,"scraping herbivore","demersal","day","coral","Sparisoma atomarium"
28,2,26.5805,30.91,"scraping herbivore","demersal","day","coral","Sparisoma aurofrenatum"
37,2,26.118,28.113,"scraping herbivore","demersal","day","coral","Sparisoma axillare"
46,2,26.7958,30.976,"scraping herbivore","demersal","day","coral","Sparisoma chrysopterum"
50,2.9,22.7815,28.975,"scraping herbivore","demersal","day","rock","Sparisoma cretense"
34.5,2,26.3615,28.113,"scraping herbivore","demersal","day","coral","Sparisoma frondosum"
20,2,26.634175,30.24525,"scraping herbivore","demersal","day","coral","Sparisoma radians"
47.8,2,26.522625,30.94825,"scraping herbivore","demersal","day","coral","Sparisoma rubripinne"
